"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CAJATAMBO (000)",2968,10457,9234,,123,88.3,1.2
"De 12 a 14 años (001)",302,2,2,,,100,
"De 15 a 19 años (002)",304,56,56,13,100,23.2,
"De 20 a 24 años (003)",205,229,222,19,96.9,8.3,
"De 25 a 29 años (004)",230,466,453,36,97.2,7.7,
"De 30 a 34 años (005)",257,718,694,22,96.7,3.1,
"De 35 a 39 años (006)",265,965,923,26,95.6,2.7,
"De 40 a 44 años (007)",230,1009,947,5,93.9,0.5,
"De 45 a 49 años (008)",188,966,894,2,92.5,0.2,
"De 50 y más años (009)",987,6046,5043,,83.4,,
"PEA (010)",780,2551,2265,36,88.8,1.4,
"De 12 a 14 años (011)",19,,,,,,
"De 15 a 19 años (012)",40,15,15,3,100,20,
"De 20 a 24 años (013)",71,70,64,6,91.4,8.6,
"De 25 a 29 años (014)",77,107,105,12,98.1,11.2,
"De 30 a 34 años (015)",94,213,204,4,95.8,1.9,
"De 35 a 39 años (016)",100,281,269,8,95.7,2.8,
"De 40 a 44 años (017)",91,355,336,2,94.6,0.6,
"De 45 a 49 años (018)",78,355,325,1,91.5,0.3,
"De 50 y más años (019)",210,1155,947,,82,,
"Ocupada (020)",770,2534,2248,36,88.7,1.4,
"De 12 a 14 años (021)",18,,,,,,
"De 15 a 19 años (022)",39,15,15,3,100,20,
"De 20 a 24 años (023)",68,70,64,6,91.4,8.6,
"De 25 a 29 años (024)",77,107,105,12,98.1,11.2,
"De 30 a 34 años (025)",94,213,204,4,95.8,1.9,
"De 35 a 39 años (026)",99,281,269,8,95.7,2.8,
"De 40 a 44 años (027)",90,352,333,2,94.6,0.6,
"De 45 a 49 años (028)",78,355,325,1,91.5,0.3,
"De 50 y más años (029)",207,1141,933,,81.8,,
"Desocupada (030)",10,17,17,,100,,
"De 12 a 14 años (031)",1,,,,,,
"De 15 a 19 años (032)",1,,,,,,
"De 20 a 24 años (033)",3,,,,,,
"De 35 a 39 años (036)",1,,,,,,
"De 40 a 44 años (037)",1,3,3,,100,,
"De 50 y más años (039)",3,14,14,,100,,
"No PEA (040)",2188,7906,6969,87,88.1,1.1,
"De 12 a 14 años (041)",283,2,2,,100,,
"De 15 a 19 años (042)",264,41,41,10,100,24.4,
