"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BOLIVAR (000)",11052,4253,1133,112,5557
"Conviviente (001)",3808,1400,335,30,2044
"Separado(a) (002)",319,114,14,4,187
"Casado(a) (003)",2369,835,355,33,1148
"Viudo(a) (004)",456,136,26,3,291
"Divorciado(a) (005)",31,10,1,,20
"Soltero(a) (006)",4069,1758,402,42,1867
"Hombres (008)",5721,1981,559,65,3118
"Conviviente (009)",1871,595,153,18,1105
"Separado(a) (010)",94,22,1,3,68
"Casado(a) (011)",1201,383,184,20,616
"Viudo(a) (012)",134,29,7,1,97
"Divorciado(a) (013)",14,2,1,,11
"Soltero(a) (014)",2407,950,213,23,1221
"Mujeres (016)",5331,2272,574,47,2439
"Conviviente (017)",1937,805,182,12,939
"Separado(a) (018)",225,92,13,1,119
"Casado(a) (019)",1168,452,171,13,532
"Viudo(a) (020)",322,107,19,2,194
"Divorciado(a) (021)",17,8,,,9
"Soltero(a) (022)",1662,808,189,19,646
,,,,,
"URBANA (024)",4109,1397,671,74,1970
"Conviviente (025)",1254,389,181,18,667
"Separado(a) (026)",121,44,9,4,64
"Casado(a) (027)",1018,281,258,22,459
"Viudo(a) (028)",162,52,13,3,94
"Divorciado(a) (029)",9,4,,,5
"Soltero(a) (030)",1545,627,210,27,681
"Hombres (032)",2058,606,338,43,1073
"Conviviente (033)",609,156,84,11,358
"Separado(a) (034)",32,4,,3,25
"Casado(a) (035)",525,120,139,14,254
"Viudo(a) (036)",42,13,3,1,25
"Divorciado(a) (037)",4,1,,,3
"Soltero(a) (038)",846,312,112,14,408
"Mujeres (040)",2051,791,333,31,897
"Conviviente (041)",645,233,97,7,309
"Separado(a) (042)",89,40,9,1,39
"Casado(a) (043)",493,161,119,8,205
"Viudo(a) (044)",120,39,10,2,69
"Divorciado(a) (045)",5,3,,,2
"Soltero(a) (046)",699,315,98,13,273
,,,,,
"RURAL (048)",6943,2856,462,38,3587
"Conviviente (049)",2554,1011,154,12,1377
"Separado(a) (050)",198,70,5,,123
"Casado(a) (051)",1351,554,97,11,689
"Viudo(a) (052)",294,84,13,,197
"Divorciado(a) (053)",22,6,1,,15
"Soltero(a) (054)",2524,1131,192,15,1186
"Hombres (056)",3663,1375,221,22,2045
"Conviviente (057)",1262,439,69,7,747
"Separado(a) (058)",62,18,1,,43
"Casado(a) (059)",676,263,45,6,362
"Viudo(a) (060)",92,16,4,,72
"Divorciado(a) (061)",10,1,1,,8
"Soltero(a) (062)",1561,638,101,9,813
"Mujeres (064)",3280,1481,241,16,1542
"Conviviente (065)",1292,572,85,5,630
"Separado(a) (066)",136,52,4,,80
"Casado(a) (067)",675,291,52,5,327
"Viudo(a) (068)",202,68,9,,125
"Divorciado(a) (069)",12,5,,,7
"Soltero(a) (070)",963,493,91,6,373
