"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia CHANCHAMAYO",,,
"Viviendas particulares (001)",19352,17998,1354
"Ocupantes presentes (002)",81358,75615,5743
"Casa independiente",,,
"Viviendas particulares (004)",16554,15345,1209
"Ocupantes presentes (005)",70841,65644,5197
"Departamento en edificio",,,
"Viviendas particulares (007)",583,568,15
"Ocupantes presentes (008)",1863,1808,55
"Vivienda en quinta",,,
"Viviendas particulares (010)",958,896,62
"Ocupantes presentes (011)",3649,3429,220
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",939,888,51
"Ocupantes presentes (014)",3698,3489,209
"Choza o cabaña",,,
"Viviendas particulares (016)",123,120,3
"Ocupantes presentes (017)",555,539,16
"Vivienda improvisada",,,
"Viviendas particulares (019)",119,105,14
"Ocupantes presentes (020)",484,438,46
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",74,74,
"Ocupantes presentes (023)",264,264,
"Otro tipo",,,
"Viviendas particulares (025)",2,2,
"Ocupantes presentes (026)",4,4,
,,,
URBANA,,,
"Viviendas particulares (028)",16666,15561,1105
"Ocupantes presentes (029)",70642,65974,4668
"Casa independiente",,,
"Viviendas particulares (031)",13995,13032,963
"Ocupantes presentes (032)",60688,56550,4138
"Departamento en edificio",,,
"Viviendas particulares (034)",583,568,15
"Ocupantes presentes (035)",1863,1808,55
"Vivienda en quinta",,,
"Viviendas particulares (037)",958,896,62
"Ocupantes presentes (038)",3649,3429,220
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",939,888,51
"Ocupantes presentes (041)",3698,3489,209
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",119,105,14
"Ocupantes presentes (047)",484,438,46
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",71,71,
"Ocupantes presentes (050)",257,257,
"Otro tipo",,,
"Viviendas particulares (052)",1,1,
"Ocupantes presentes (053)",3,3,
,,,
RURAL,,,
"Viviendas particulares (055)",2686,2437,249
"Ocupantes presentes (056)",10716,9641,1075
"Casa independiente",,,
"Viviendas particulares (058)",2559,2313,246
"Ocupantes presentes (059)",10153,9094,1059
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",123,120,3
"Ocupantes presentes (071)",555,539,16
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",3,3,
"Ocupantes presentes (077)",7,7,
"Otro tipo",,,
"Viviendas particulares (079)",1,1,
"Ocupantes presentes (080)",1,1,
