"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia YUNGUYO (000)",12723,63,4117,4652,1509,551,246,88,18,,1479
"Catolica (001)",10143,53,3289,3727,1193,447,195,68,13,,1158
"Cristiana / Evangelica (002)",1982,8,662,712,233,80,36,14,5,,232
"Otra (003)",364,1,102,119,54,20,11,5,,,52
"Ninguna (004)",234,1,64,94,29,4,4,1,,,37
,,,,,,,,,,,
"URBANA (006)",4639,26,1247,1573,652,243,117,36,7,,738
"Catolica (007)",3860,22,1049,1327,534,202,92,30,6,,598
"Cristiana / Evangelica (008)",480,3,127,157,74,23,16,3,1,,76
"Otra (009)",196,,52,50,29,15,7,2,,,41
"Ninguna (010)",103,1,19,39,15,3,2,1,,,23
,,,,,,,,,,,
"RURAL (012)",8084,37,2870,3079,857,308,129,52,11,,741
"Catolica (013)",6283,31,2240,2400,659,245,103,38,7,,560
"Cristiana / Evangelica (014)",1502,5,535,555,159,57,20,11,4,,156
"Otra (015)",168,1,50,69,25,5,4,3,,,11
"Ninguna (016)",131,,45,55,14,1,2,,,,14
