"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PICOTA (000)",325,16,162,88,49,10
"Conviviente (001)",105,,44,45,14,2
"Separado(a) (002)",6,,3,1,2,
"Casado(a) (003)",71,,10,24,31,6
"Viudo(a) (004)",3,,,1,,2
"Divorciado(a) (005)",1,,1,,,
"Soltero(a) (006)",139,16,104,17,2,
"Hombres (008)",242,13,112,68,41,8
"Conviviente (009)",80,,30,36,12,2
"Separado(a) (010)",2,,1,,1,
"Casado(a) (011)",54,,8,16,26,4
"Viudo(a) (012)",2,,,,,2
"Divorciado(a) (013)",1,,1,,,
"Soltero(a) (014)",103,13,72,16,2,
"Mujeres (016)",83,3,50,20,8,2
"Conviviente (017)",25,,14,9,2,
"Separado(a) (018)",4,,2,1,1,
"Casado(a) (019)",17,,2,8,5,2
"Viudo(a) (020)",1,,,1,,
"Soltero(a) (022)",36,3,32,1,,
,,,,,,
"AREA URBANA (024)",276,11,133,80,42,10
"Conviviente (025)",92,,38,42,10,2
"Separado(a) (026)",6,,3,1,2,
"Casado(a) (027)",63,,7,22,28,6
"Viudo(a) (028)",3,,,1,,2
"Divorciado(a) (029)",1,,1,,,
"Soltero(a) (030)",111,11,84,14,2,
"Hombres (032)",208,10,93,62,35,8
"Conviviente (033)",69,,26,33,8,2
"Separado(a) (034)",2,,1,,1,
"Casado(a) (035)",49,,5,16,24,4
"Viudo(a) (036)",2,,,,,2
"Divorciado(a) (037)",1,,1,,,
"Soltero(a) (038)",85,10,60,13,2,
"Mujeres (040)",68,1,40,18,7,2
"Conviviente (041)",23,,12,9,2,
"Separado(a) (042)",4,,2,1,1,
"Casado(a) (043)",14,,2,6,4,2
"Viudo(a) (044)",1,,,1,,
"Soltero(a) (046)",26,1,24,1,,
,,,,,,
"AREA RURAL (048)",49,5,29,8,7,
"Conviviente (049)",13,,6,3,4,
"Casado(a) (051)",8,,3,2,3,
"Soltero(a) (054)",28,5,20,3,,
"Hombres (056)",34,3,19,6,6,
"Conviviente (057)",11,,4,3,4,
"Casado(a) (059)",5,,3,,2,
"Soltero(a) (062)",18,3,12,3,,
"Mujeres (064)",15,2,10,2,1,
"Conviviente (065)",2,,2,,,
"Casado(a) (067)",3,,,2,1,
"Soltero(a) (070)",10,2,8,,,
