"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CANGALLO (000)",9608,116,3953,2984,847,296,137,58,12,,1205
"Sin Nivel (001)",4114,59,1638,1250,371,152,84,43,11,,506
"Educación Inicial (002)",23,,10,5,1,,,,,,7
"Primaria (003)",3800,47,1751,1191,288,80,34,11,1,,397
"Secundaria (004)",1184,8,464,391,93,26,6,3,,,193
"Sup. no Univ. Incompleta (005)",97,,23,39,10,,1,1,,,23
"Sup. no Univ. Completa (006)",251,2,53,74,56,19,5,,,,42
"Sup. Univ. Incompleta (007)",20,,3,6,2,3,,,,,6
"Sup. Univ. Completa (008)",119,,11,28,26,16,7,,,,31
,,,,,,,,,,,
"URBANA (010)",3311,47,1360,964,291,128,50,23,3,,445
"Sin Nivel (011)",1159,22,470,320,91,50,27,14,3,,162
"Educación Inicial (012)",8,,4,1,1,,,,,,2
"Primaria (013)",1200,17,596,341,80,26,11,5,,,124
"Secundaria (014)",551,6,216,190,38,16,2,3,,,80
"Sup. no Univ. Incompleta (015)",68,,17,26,8,,1,1,,,15
"Sup. no Univ. Completa (016)",202,2,45,59,46,17,3,,,,30
"Sup. Univ. Incompleta (017)",17,,2,5,2,3,,,,,5
"Sup. Univ. Completa (018)",106,,10,22,25,16,6,,,,27
,,,,,,,,,,,
"RURAL (020)",6297,69,2593,2020,556,168,87,35,9,,760
"Sin Nivel (021)",2955,37,1168,930,280,102,57,29,8,,344
"Educación Inicial (022)",15,,6,4,,,,,,,5
"Primaria (023)",2600,30,1155,850,208,54,23,6,1,,273
"Secundaria (024)",633,2,248,201,55,10,4,,,,113
"Sup. no Univ. Incompleta (025)",29,,6,13,2,,,,,,8
"Sup. no Univ. Completa (026)",49,,8,15,10,2,2,,,,12
"Sup. Univ. Incompleta (027)",3,,1,1,,,,,,,1
"Sup. Univ. Completa (028)",13,,1,6,1,,1,,,,4
