"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia SAN MARCOS",,,,,,,,,
"Hogares (001)",13119,12,1202,19,23,11662,57,4,140
"Ocupantes presentes (002)",49938,54,4749,70,91,44445,243,8,278
"Casa independiente",,,,,,,,,
"Hogares (004)",12316,12,1096,19,20,11004,43,4,118
"Ocupantes presentes (005)",47108,54,4393,70,83,42098,175,8,227
"Departamento en edificio",,,,,,,,,
"Hogares (007)",21,,17,,,,,,4
"Ocupantes presentes (008)",67,,59,,,,,,8
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",93,,80,,,,,,13
"Ocupantes presentes (011)",304,,267,,,,,,37
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",17,,5,,,10,,,2
"Ocupantes presentes (014)",55,,18,,,35,,,2
"Choza o cabaña",,,,,,,,,
"Hogares (016)",665,,2,,3,643,14,,3
"Ocupantes presentes (017)",2379,,8,,8,2291,68,,4
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,1,,,,,,
"Ocupantes presentes (020)",2,,2,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",6,,1,,,5,,,
"Ocupantes presentes (023)",23,,2,,,21,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2731,10,1044,6,9,1577,1,2,82
"Ocupantes presentes (029)",10551,51,4235,22,47,6031,1,4,160
"Casa independiente",,,,,,,,,
"Hogares (031)",2598,10,940,6,9,1567,1,2,63
"Ocupantes presentes (032)",10121,51,3887,22,47,5996,1,4,113
"Departamento en edificio",,,,,,,,,
"Hogares (034)",21,,17,,,,,,4
"Ocupantes presentes (035)",67,,59,,,,,,8
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",93,,80,,,,,,13
"Ocupantes presentes (038)",304,,267,,,,,,37
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",17,,5,,,10,,,2
"Ocupantes presentes (041)",55,,18,,,35,,,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,1,,,,,,
"Ocupantes presentes (047)",2,,2,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",2,,2,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",10388,2,158,13,14,10085,56,2,58
"Ocupantes presentes (056)",39387,3,514,48,44,38414,242,4,118
"Casa independiente",,,,,,,,,
"Hogares (058)",9718,2,156,13,11,9437,42,2,55
"Ocupantes presentes (059)",36987,3,506,48,36,36102,174,4,114
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",665,,2,,3,643,14,,3
"Ocupantes presentes (071)",2379,,8,,8,2291,68,,4
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",5,,,,,5,,,
"Ocupantes presentes (077)",21,,,,,21,,,
"Otro tipo",,,,,,,,,
