"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MELGAR (000)",19325,105,440,1084,2080,3919,6970,4727
"De 12 a 14 años (001)",25,,,,,,2,23
"De 15 a 19 años (002)",426,,,,,,257,169
"De 20 a 24 años (003)",1941,,,,,2,1172,767
"De 25 a 29 años (004)",2336,,,,,75,1552,709
"De 30 a 34 años (005)",2343,,,,,412,1447,484
"De 35 a 39 años (006)",2248,,,,17,661,1197,373
"De 40 a 44 años (007)",2040,,,,96,809,860,275
"De 45 a 49 años (008)",1633,,,2,224,767,405,235
"De 50 y más años (009)",6333,105,440,1082,1743,1193,78,1692
"PEA (010)",8785,16,108,413,1054,2106,3142,1946
"De 12 a 14 años (011)",5,,,,,,1,4
"De 15 a 19 años (012)",142,,,,,,90,52
"De 20 a 24 años (013)",761,,,,,1,461,299
"De 25 a 29 años (014)",1012,,,,,31,651,330
"De 30 a 34 años (015)",1113,,,,,201,674,238
"De 35 a 39 años (016)",1177,,,,12,364,590,211
"De 40 a 44 años (017)",1087,,,,60,461,431,135
"De 45 a 49 años (018)",890,,,1,135,431,206,117
"De 50 y más años (019)",2598,16,108,412,847,617,38,560
"Ocupada (020)",8495,16,108,410,1047,2059,3014,1841
"De 12 a 14 años (021)",5,,,,,,1,4
"De 15 a 19 años (022)",126,,,,,,82,44
"De 20 a 24 años (023)",698,,,,,1,429,268
"De 25 a 29 años (024)",944,,,,,30,612,302
"De 30 a 34 años (025)",1070,,,,,196,651,223
"De 35 a 39 años (026)",1137,,,,11,349,575,202
"De 40 a 44 años (027)",1060,,,,60,447,424,129
"De 45 a 49 años (028)",876,,,1,132,427,202,114
"De 50 y más años (029)",2579,16,108,409,844,609,38,555
"Desocupada (030)",290,,,3,7,47,128,105
"De 15 a 19 años (032)",16,,,,,,8,8
"De 20 a 24 años (033)",63,,,,,,32,31
"De 25 a 29 años (034)",68,,,,,1,39,28
"De 30 a 34 años (035)",43,,,,,5,23,15
"De 35 a 39 años (036)",40,,,,1,15,15,9
"De 40 a 44 años (037)",27,,,,,14,7,6
"De 45 a 49 años (038)",14,,,,3,4,4,3
"De 50 y más años (039)",19,,,3,3,8,,5
"No PEA (040)",10540,89,332,671,1026,1813,3828,2781
"De 12 a 14 años (041)",20,,,,,,1,19
"De 15 a 19 años (042)",284,,,,,,167,117
"De 20 a 24 años (043)",1180,,,,,1,711,468
"De 25 a 29 años (044)",1324,,,,,44,901,379
"De 30 a 34 años (045)",1230,,,,,211,773,246
"De 35 a 39 años (046)",1071,,,,5,297,607,162
"De 40 a 44 años (047)",953,,,,36,348,429,140
