"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CELENDIN (000)",76220,10297,856,47005,12436,1377,2682,528,1039
"Hombres (001)",37326,2800,429,23884,7338,685,1282,309,599
"Mujeres (002)",38894,7497,427,23121,5098,692,1400,219,440
"PEA (003)",25346,2662,45,15051,4136,486,1997,180,789
"Hombres (004)",19235,1716,22,12211,3282,319,1068,131,486
"Mujeres (005)",6111,946,23,2840,854,167,929,49,303
"Ocupada (006)",23866,2520,28,14203,3835,444,1895,176,765
"Hombres (007)",18144,1619,12,11568,3049,291,1008,129,468
"Mujeres (008)",5722,901,16,2635,786,153,887,47,297
"Desocupada (009)",1480,142,17,848,301,42,102,4,24
"Hombres (010)",1091,97,10,643,233,28,60,2,18
"Mujeres (011)",389,45,7,205,68,14,42,2,6
"No PEA (012)",50874,7635,811,31954,8300,891,685,348,250
"Hombres (013)",18091,1084,407,11673,4056,366,214,178,113
"Mujeres (014)",32783,6551,404,20281,4244,525,471,170,137
,,,,,,,,,
"URBANA (018)",19593,1204,280,8120,5361,1042,2234,445,907
"Hombres (019)",9381,300,131,3842,2809,489,1040,251,519
"Mujeres (020)",10212,904,149,4278,2552,553,1194,194,388
"PEA (021)",7664,353,23,2459,1942,360,1675,148,704
"Hombres (022)",4691,140,9,1575,1335,229,864,107,432
"Mujeres (023)",2973,213,14,884,607,131,811,41,272
"Ocupada (024)",7208,325,20,2294,1806,339,1597,144,683
"Hombres (025)",4369,123,7,1453,1234,214,817,105,416
"Mujeres (026)",2839,202,13,841,572,125,780,39,267
"Desocupada (027)",456,28,3,165,136,21,78,4,21
"Hombres (028)",322,17,2,122,101,15,47,2,16
"Mujeres (029)",134,11,1,43,35,6,31,2,5
"No PEA (030)",11929,851,257,5661,3419,682,559,297,203
"Hombres (031)",4690,160,122,2267,1474,260,176,144,87
"Mujeres (032)",7239,691,135,3394,1945,422,383,153,116
,,,,,,,,,
"RURAL (036)",56627,9093,576,38885,7075,335,448,83,132
"Hombres (037)",27945,2500,298,20042,4529,196,242,58,80
"Mujeres (038)",28682,6593,278,18843,2546,139,206,25,52
"PEA (039)",17682,2309,22,12592,2194,126,322,32,85
"Hombres (040)",14544,1576,13,10636,1947,90,204,24,54
"Mujeres (041)",3138,733,9,1956,247,36,118,8,31
"Ocupada (042)",16658,2195,8,11909,2029,105,298,32,82
"Hombres (043)",13775,1496,5,10115,1815,77,191,24,52
"Mujeres (044)",2883,699,3,1794,214,28,107,8,30
"Desocupada (045)",1024,114,14,683,165,21,24,,3
"Hombres (046)",769,80,8,521,132,13,13,,2
"Mujeres (047)",255,34,6,162,33,8,11,,1
"No PEA (048)",38945,6784,554,26293,4881,209,126,51,47
"Hombres (049)",13401,924,285,9406,2582,106,38,34,26
"Mujeres (050)",25544,5860,269,16887,2299,103,88,17,21
