"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CARABAYA (000)",16746,16023,141,3116,3319,2728,3845,2022,715,137,723,55295
"De 12 a 14 años (001)",31,12,1,6,5,,,,,,19,16
"De 15 a 19 años (002)",508,462,18,371,60,8,5,,,,46,535
"De 20 a 24 años (003)",2059,1811,32,1016,586,136,36,5,,,248,2774
"De 25 a 29 años (004)",2594,2388,19,685,849,565,257,11,2,,206,5242
"De 30 a 34 años (005)",2243,2179,15,307,576,545,603,121,11,1,64,6582
"De 35 a 39 años (006)",2133,2097,15,195,410,449,711,266,45,6,36,7627
"De 40 a 44 años (007)",1694,1674,5,115,241,284,525,370,117,17,20,7323
"De 45 a 49 años (008)",1292,1279,3,82,142,207,403,297,124,21,13,5954
"De 50 y más años (009)",4192,4121,33,339,450,534,1305,952,416,92,71,19242
"PEA (010)",7727,7359,67,1461,1594,1339,1715,844,283,56,368,24579
"De 12 a 14 años (011)",5,2,,2,,,,,,,3,2
"De 15 a 19 años (012)",210,191,11,153,24,2,1,,,,19,211
"De 20 a 24 años (013)",899,775,15,454,229,59,16,2,,,124,1167
"De 25 a 29 años (014)",1186,1061,9,320,378,245,104,4,1,,125,2287
"De 30 a 34 años (015)",1083,1041,7,167,307,263,240,51,6,,42,2981
"De 35 a 39 años (016)",1134,1112,7,114,258,250,340,122,19,2,22,3830
"De 40 a 44 años (017)",846,832,3,70,125,171,263,149,45,6,14,3388
"De 45 a 49 años (018)",643,637,1,41,77,112,209,148,42,7,6,2832
"De 50 y más años (019)",1721,1708,14,140,196,237,542,368,170,41,13,7881
"Ocupada (020)",7436,7136,64,1392,1540,1314,1671,823,278,54,300,23935
"De 12 a 14 años (021)",5,2,,2,,,,,,,3,2
