"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ACOMAYO (000)",25309,5547,984,11858,5601,383,517,152,267
"Jefe o Jefa (001)",7504,1865,12,3404,1620,135,254,50,164
"Esposa(o)/ compa¤era(o) (002)",4444,1376,22,2212,669,38,73,15,39
"Hijo(a)/ hijastro(a) (003)",11239,1690,859,5397,2864,178,134,74,43
"Yerno/ nuera (004)",172,6,1,43,85,9,18,4,6
"Nieto(a) (005)",534,127,44,269,89,2,2,1,
"Padres/ suegros (006)",348,262,,79,4,,2,,1
"Otro(a) pariente (007)",762,167,41,319,201,12,15,3,4
"Trabajador(a) del hogar (008)",39,6,,23,10,,,,
"Pensionista (009)",3,1,,,1,,,1,
"Otro(a) no pariente (010)",264,47,5,112,58,9,19,4,10
"Hombres (012)",12453,1578,490,6144,3382,241,342,97,179
"Jefe o Jefa (013)",5160,521,5,2732,1406,110,205,45,136
"Esposa(o)/ compa¤era(o) (014)",319,22,,159,105,9,12,3,9
"Hijo(a)/ hijastro(a) (015)",5895,840,440,2765,1600,101,82,44,23
"Yerno/ nuera (016)",89,2,,20,41,5,15,1,5
"Nieto(a) (017)",279,60,20,139,55,2,2,1,
"Padres/ suegros (018)",109,49,,57,3,,,,
"Otro(a) pariente (019)",417,66,22,184,126,7,10,1,1
"Trabajador(a) del hogar (020)",19,3,,10,6,,,,
"Pensionista (021)",2,,,,1,,,1,
"Otro(a) no pariente (022)",164,15,3,78,39,7,16,1,5
"Mujeres (024)",12856,3969,494,5714,2219,142,175,55,88
"Jefe o Jefa (025)",2344,1344,7,672,214,25,49,5,28
"Esposa(o)/ compa¤era(o) (026)",4125,1354,22,2053,564,29,61,12,30
"Hijo(a)/ hijastro(a) (027)",5344,850,419,2632,1264,77,52,30,20
"Yerno/ nuera (028)",83,4,1,23,44,4,3,3,1
"Nieto(a) (029)",255,67,24,130,34,,,,
"Padres/ suegros (030)",239,213,,22,1,,2,,1
"Otro(a) pariente (031)",345,101,19,135,75,5,5,2,3
"Trabajador(a) del hogar (032)",20,3,,13,4,,,,
"Pensionista (033)",1,1,,,,,,,
"Otro(a) no pariente (034)",100,32,2,34,19,2,3,3,5
,,,,,,,,,
"URBANA (036)",13441,2693,512,5935,3272,290,407,113,219
"Jefe o Jefa (037)",4104,928,3,1695,998,108,199,42,131
"Esposa(o)/ compa¤era(o) (038)",2321,602,8,1141,432,29,63,12,34
"Hijo(a)/ hijastro(a) (039)",5735,828,442,2599,1560,124,100,48,34
"Yerno/ nuera (040)",104,3,,21,49,7,15,4,5
"Nieto(a) (041)",276,63,26,135,48,2,2,,
"Padres/ suegros (042)",192,135,,53,1,,2,,1
"Otro(a) pariente (043)",484,95,28,197,137,11,10,2,4
"Trabajador(a) del hogar (044)",27,3,,17,7,,,,
"Pensionista (045)",3,1,,,1,,,1,
"Otro(a) no pariente (046)",195,35,5,77,39,9,16,4,10
"Hombres (048)",6573,745,257,3010,1908,178,262,72,141
