"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5073,976,740,1822,734,709,92
"Conviviente (001)",1458,306,275,530,193,138,16
"Separado(a) (002)",134,24,15,56,13,13,13
"Casado(a) (003)",2289,382,271,934,436,253,13
"Viudo(a) (004)",220,19,10,94,27,57,13
"Divorciado(a) (005)",18,1,5,5,2,2,3
"Soltero(a) (006)",954,244,164,203,63,246,34
"Hombres (008)",3716,569,684,1425,679,359,
"Conviviente (009)",1143,194,258,442,186,63,
"Separado(a) (010)",35,3,10,16,6,,
"Casado(a) (011)",1810,244,259,777,418,112,
"Viudo(a) (012)",66,5,6,37,14,4,
"Divorciado(a) (013)",8,,3,3,2,,
"Soltero(a) (014)",654,123,148,150,53,180,
"Mujeres (016)",1357,407,56,397,55,350,92
"Conviviente (017)",315,112,17,88,7,75,16
"Separado(a) (018)",99,21,5,40,7,13,13
"Casado(a) (019)",479,138,12,157,18,141,13
"Viudo(a) (020)",154,14,4,57,13,53,13
"Divorciado(a) (021)",10,1,2,2,,2,3
"Soltero(a) (022)",300,121,16,53,10,66,34
,,,,,,,
"URBANA (024)",1294,593,144,419,11,99,28
"Conviviente (025)",402,179,57,126,7,28,5
"Separado(a) (026)",34,9,5,18,,,2
"Casado(a) (027)",506,244,40,184,4,32,2
"Viudo(a) (028)",36,8,,26,,1,1
"Divorciado(a) (029)",6,1,4,1,,,
"Soltero(a) (030)",310,152,38,64,,38,18
"Hombres (032)",791,334,139,273,7,38,
"Conviviente (033)",259,104,56,89,4,6,
"Separado(a) (034)",7,1,4,2,,,
"Casado(a) (035)",323,147,38,127,3,8,
"Viudo(a) (036)",9,2,,7,,,
"Divorciado(a) (037)",4,,3,1,,,
"Soltero(a) (038)",189,80,38,47,,24,
"Mujeres (040)",503,259,5,146,4,61,28
"Conviviente (041)",143,75,1,37,3,22,5
"Separado(a) (042)",27,8,1,16,,,2
"Casado(a) (043)",183,97,2,57,1,24,2
"Viudo(a) (044)",27,6,,19,,1,1
"Divorciado(a) (045)",2,1,1,,,,
"Soltero(a) (046)",121,72,,17,,14,18
,,,,,,,
"RURAL (048)",3779,383,596,1403,723,610,64
"Conviviente (049)",1056,127,218,404,186,110,11
"Separado(a) (050)",100,15,10,38,13,13,11
"Casado(a) (051)",1783,138,231,750,432,221,11
"Viudo(a) (052)",184,11,10,68,27,56,12
"Divorciado(a) (053)",12,,1,4,2,2,3
"Soltero(a) (054)",644,92,126,139,63,208,16
"Hombres (056)",2925,235,545,1152,672,321,
"Conviviente (057)",884,90,202,353,182,57,
"Separado(a) (058)",28,2,6,14,6,,
"Casado(a) (059)",1487,97,221,650,415,104,
"Viudo(a) (060)",57,3,6,30,14,4,
"Divorciado(a) (061)",4,,,2,2,,
"Soltero(a) (062)",465,43,110,103,53,156,
"Mujeres (064)",854,148,51,251,51,289,64
"Conviviente (065)",172,37,16,51,4,53,11
"Separado(a) (066)",72,13,4,24,7,13,11
"Casado(a) (067)",296,41,10,100,17,117,11
"Viudo(a) (068)",127,8,4,38,13,52,12
"Divorciado(a) (069)",8,,1,2,,2,3
"Soltero(a) (070)",179,49,16,36,10,52,16
