"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LORETO (000)",13193,12730,50,2253,2170,1809,2701,1935,1270,542,463,53183
"De 12 a 14 años (001)",51,22,,21,1,,,,,,29,23
"De 15 a 19 años (002)",1119,1015,12,756,216,26,5,,,,104,1286
"De 20 a 24 años (003)",2158,2031,12,747,773,358,128,13,,,127,3993
"De 25 a 29 años (004)",1932,1846,7,318,525,493,436,64,3,,86,5174
"De 30 a 34 años (005)",1647,1621,4,164,276,332,580,216,46,3,26,6075
"De 35 a 39 años (006)",1557,1533,2,88,156,212,544,359,143,29,24,7297
"De 40 a 44 años (007)",1215,1205,4,52,75,141,340,348,198,47,10,6587
"De 45 a 49 años (008)",975,966,2,29,62,75,195,256,247,100,9,6107
"De 50 y más años (009)",2539,2491,7,78,86,172,473,679,633,363,48,16641
"PEA (010)",3754,3607,14,532,595,501,789,594,433,149,147,15839
"De 12 a 14 años (011)",5,1,,1,,,,,,,4,1
"De 15 a 19 años (012)",149,125,1,100,20,3,1,,,,24,153
"De 20 a 24 años (013)",407,370,4,135,147,62,20,2,,,37,713
"De 25 a 29 años (014)",491,451,4,112,129,103,91,10,2,,40,1151
"De 30 a 34 años (015)",530,513,1,80,114,110,141,58,9,,17,1702
"De 35 a 39 años (016)",528,518,,32,82,83,187,96,38,,10,2215
"De 40 a 44 años (017)",441,439,1,27,40,59,130,104,64,14,2,2227
"De 45 a 49 años (018)",392,389,1,19,31,33,88,93,96,28,3,2296
"De 50 y más años (019)",811,801,2,26,32,48,131,231,224,107,10,5381
"Ocupada (020)",3600,3472,13,486,564,486,771,584,422,146,128,15414
"De 12 a 14 años (021)",3,1,,1,,,,,,,2,1
