"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PARINACOCHAS (000)",10292,203,3149,3412,2583,945
"Empleado (001)",2025,4,479,951,572,19
"Obrero (002)",1811,24,740,597,347,103
"Trabajador independiente (003)",4470,27,1186,1409,1234,614
"Empleador o patrono (004)",98,,21,32,25,20
"Trabajador familiar no remunerado (005)",1407,128,450,309,344,176
"Trabajador del hogar (006)",190,15,116,33,23,3
"Desocupado (008)",291,5,157,81,38,10
"Hombres (009)",6986,128,2184,2304,1731,639
"Empleado (010)",1188,3,257,539,375,14
"Obrero (011)",1584,19,656,545,289,75
"Trabajador independiente (012)",3200,22,861,998,871,448
"Empleador o patrono (013)",73,,16,23,18,16
"Trabajador familiar no remunerado (014)",722,80,282,137,146,77
"Trabajador del hogar (015)",21,2,13,3,2,1
"Desocupado (017)",198,2,99,59,30,8
"Mujeres (018)",3306,75,965,1108,852,306
"Empleado (019)",837,1,222,412,197,5
"Obrero (020)",227,5,84,52,58,28
"Trabajador independiente (021)",1270,5,325,411,363,166
"Empleador o patrono (022)",25,,5,9,7,4
"Trabajador familiar no remunerado (023)",685,48,168,172,198,99
"Trabajador del hogar (024)",169,13,103,30,21,2
"Desocupado (026)",93,3,58,22,8,2
,,,,,,
"URBANA (027)",6261,130,1957,2177,1533,464
"Empleado (028)",1711,2,378,805,512,14
"Obrero (029)",991,17,424,316,175,59
"Trabajador independiente (030)",2602,24,769,845,654,310
"Empleador o patrono (031)",50,,9,18,17,6
"Trabajador familiar no remunerado (032)",543,71,165,112,129,66
"Trabajador del hogar (033)",164,14,100,28,19,3
"Desocupado (035)",200,2,112,53,27,6
"Hombres (036)",4043,85,1301,1379,969,309
"Empleado (037)",968,1,186,446,324,11
"Obrero (038)",860,14,377,290,136,43
"Trabajador independiente (039)",1787,20,559,555,430,223
"Empleador o patrono (040)",28,,5,9,11,3
"Trabajador familiar no remunerado (041)",260,47,98,44,47,24
"Trabajador del hogar (042)",17,2,12,1,1,1
"Desocupado (044)",123,1,64,34,20,4
"Mujeres (045)",2218,45,656,798,564,155
"Empleado (046)",743,1,192,359,188,3
"Obrero (047)",131,3,47,26,39,16
"Trabajador independiente (048)",815,4,210,290,224,87
"Empleador o patrono (049)",22,,4,9,6,3
"Trabajador familiar no remunerado (050)",283,24,67,68,82,42
"Trabajador del hogar (051)",147,12,88,27,18,2
"Desocupado (053)",77,1,48,19,7,2
,,,,,,
"RURAL (054)",4031,73,1192,1235,1050,481
"Empleado (055)",314,2,101,146,60,5
"Obrero (056)",820,7,316,281,172,44
"Trabajador independiente (057)",1868,3,417,564,580,304
"Empleador o patrono (058)",48,,12,14,8,14
"Trabajador familiar no remunerado (059)",864,57,285,197,215,110
"Trabajador del hogar (060)",26,1,16,5,4,
"Desocupado (062)",91,3,45,28,11,4
"Hombres (063)",2943,43,883,925,762,330
"Empleado (064)",220,2,71,93,51,3
"Obrero (065)",724,5,279,255,153,32
"Trabajador independiente (066)",1413,2,302,443,441,225
"Empleador o patrono (067)",45,,11,14,7,13
"Trabajador familiar no remunerado (068)",462,33,184,93,99,53
"Trabajador del hogar (069)",4,,1,2,1,
"Desocupado (071)",75,1,35,25,10,4
"Mujeres (072)",1088,30,309,310,288,151
"Empleado (073)",94,,30,53,9,2
"Obrero (074)",96,2,37,26,19,12
"Trabajador independiente (075)",455,1,115,121,139,79
"Empleador o patrono (076)",3,,1,,1,1
"Trabajador familiar no remunerado (077)",402,24,101,104,116,57
"Trabajador del hogar (078)",22,1,15,3,3,
"Desocupado (080)",16,2,10,3,1,
