"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia VICTOR FAJARDO (000)",8327,1152,1777,3979,82,1280,57
"Sin nivel (001)",1078,10,171,646,9,234,8
"Educación inicial (002)",6,,,3,,3,
"Primaria (003)",3301,50,626,1874,35,689,27
"Secundaria (004)",2414,167,696,1192,28,312,19
"Superior no univ. incompleta (005)",289,68,104,97,1,17,2
"Superior no univ. completa (006)",686,435,120,111,5,14,1
"Superior univ. incompleta (007)",85,46,16,20,1,2,
"Superior univ. completa (008)",468,376,44,36,3,9,
"Hombres (010)",5569,765,1436,2710,55,603,
"Sin nivel (011)",300,,44,210,3,43,
"Educación inicial (012)",3,,,2,,1,
"Primaria (013)",2227,23,480,1374,25,325,
"Secundaria (014)",1921,116,646,937,20,202,
"Superior no univ. incompleta (015)",231,47,96,73,1,14,
"Superior no univ. completa (016)",458,258,116,73,3,8,
"Superior univ. incompleta (017)",69,39,14,15,,1,
"Superior univ. completa (018)",360,282,40,26,3,9,
"Mujeres (020)",2758,387,341,1269,27,677,57
"Sin nivel (021)",778,10,127,436,6,191,8
"Educación inicial (022)",3,,,1,,2,
"Primaria (023)",1074,27,146,500,10,364,27
"Secundaria (024)",493,51,50,255,8,110,19
"Superior no univ. incompleta (025)",58,21,8,24,,3,2
"Superior no univ. completa (026)",228,177,4,38,2,6,1
"Superior univ. incompleta (027)",16,7,2,5,1,1,
"Superior univ. completa (028)",108,94,4,10,,,
,,,,,,,
"URBANA (030)",6511,1037,1499,2862,72,986,55
"Sin nivel (031)",719,9,118,403,9,173,7
"Educación inicial (032)",3,,,1,,2,
"Primaria (033)",2427,43,493,1302,28,534,27
"Secundaria (034)",1967,145,615,922,25,241,19
"Superior no univ. incompleta (035)",273,64,102,91,1,13,2
"Superior no univ. completa (036)",621,394,114,96,5,12,
"Superior univ. incompleta (037)",74,40,13,18,1,2,
"Superior univ. completa (038)",427,342,44,29,3,9,
"Hombres (040)",4254,687,1223,1860,46,438,
"Sin nivel (041)",176,,31,114,3,28,
"Educación inicial (042)",1,,,1,,,
"Primaria (043)",1533,17,370,894,19,233,
"Secundaria (044)",1519,97,566,690,17,149,
"Superior no univ. incompleta (045)",216,43,95,67,1,10,
"Superior no univ. completa (046)",414,232,110,61,3,8,
"Superior univ. incompleta (047)",59,34,11,13,,1,
"Superior univ. completa (048)",336,264,40,20,3,9,
"Mujeres (050)",2257,350,276,1002,26,548,55
"Sin nivel (051)",543,9,87,289,6,145,7
"Educación inicial (052)",2,,,,,2,
"Primaria (053)",894,26,123,408,9,301,27
"Secundaria (054)",448,48,49,232,8,92,19
"Superior no univ. incompleta (055)",57,21,7,24,,3,2
"Superior no univ. completa (056)",207,162,4,35,2,4,
"Superior univ. incompleta (057)",15,6,2,5,1,1,
"Superior univ. completa (058)",91,78,4,9,,,
,,,,,,,
"RURAL (060)",1816,115,278,1117,10,294,2
"Sin nivel (061)",359,1,53,243,,61,1
"Educación inicial (062)",3,,,2,,1,
"Primaria (063)",874,7,133,572,7,155,
"Secundaria (064)",447,22,81,270,3,71,
"Superior no univ. incompleta (065)",16,4,2,6,,4,
"Superior no univ. completa (066)",65,41,6,15,,2,1
"Superior univ. incompleta (067)",11,6,3,2,,,
"Superior univ. completa (068)",41,34,,7,,,
"Hombres (070)",1315,78,213,850,9,165,
"Sin nivel (071)",124,,13,96,,15,
"Educación inicial (072)",2,,,1,,1,
"Primaria (073)",694,6,110,480,6,92,
"Secundaria (074)",402,19,80,247,3,53,
"Superior no univ. incompleta (075)",15,4,1,6,,4,
"Superior no univ. completa (076)",44,26,6,12,,,
"Superior univ. incompleta (077)",10,5,3,2,,,
"Superior univ. completa (078)",24,18,,6,,,
"Mujeres (080)",501,37,65,267,1,129,2
"Sin nivel (081)",235,1,40,147,,46,1
"Educación inicial (082)",1,,,1,,,
"Primaria (083)",180,1,23,92,1,63,
"Secundaria (084)",45,3,1,23,,18,
"Superior no univ. incompleta (085)",1,,1,,,,
"Superior no univ. completa (086)",21,15,,3,,2,1
"Superior univ. incompleta (087)",1,1,,,,,
"Superior univ. completa (088)",17,16,,1,,,
