"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PICOTA (000)",32330,7918,9803,7702,5063,1844
"Hombres (001)",17240,4105,5044,4222,2944,925
"Mujeres (002)",15090,3813,4759,3480,2119,919
"PEA (003)",14767,519,5059,5181,3290,718
"Hombres (004)",11246,403,3836,3871,2568,568
"Mujeres (005)",3521,116,1223,1310,722,150
"Ocupada (006)",14442,503,4897,5093,3241,708
"Hombres (007)",11004,390,3724,3803,2527,560
"Mujeres (008)",3438,113,1173,1290,714,148
"Desocupada (009)",325,16,162,88,49,10
"Hombres (010)",242,13,112,68,41,8
"Mujeres (011)",83,3,50,20,8,2
"No PEA (012)",17563,7399,4744,2521,1773,1126
"Hombres (013)",5994,3702,1208,351,376,357
"Mujeres (014)",11569,3697,3536,2170,1397,769
,,,,,,
"URBANA (018)",20504,4733,5957,5142,3393,1279
"Hombres (019)",10723,2463,2934,2742,1962,622
"Mujeres (020)",9781,2270,3023,2400,1431,657
"PEA (021)",9344,265,2898,3505,2215,461
"Hombres (022)",6683,197,2030,2452,1651,353
"Mujeres (023)",2661,68,868,1053,564,108
"Ocupada (024)",9068,254,2765,3425,2173,451
"Hombres (025)",6475,187,1937,2390,1616,345
"Mujeres (026)",2593,67,828,1035,557,106
"Desocupada (027)",276,11,133,80,42,10
"Hombres (028)",208,10,93,62,35,8
"Mujeres (029)",68,1,40,18,7,2
"No PEA (030)",11160,4468,3059,1637,1178,818
"Hombres (031)",4040,2266,904,290,311,269
"Mujeres (032)",7120,2202,2155,1347,867,549
,,,,,,
"RURAL (036)",11826,3185,3846,2560,1670,565
"Hombres (037)",6517,1642,2110,1480,982,303
"Mujeres (038)",5309,1543,1736,1080,688,262
"PEA (039)",5423,254,2161,1676,1075,257
"Hombres (040)",4563,206,1806,1419,917,215
"Mujeres (041)",860,48,355,257,158,42
"Ocupada (042)",5374,249,2132,1668,1068,257
"Hombres (043)",4529,203,1787,1413,911,215
"Mujeres (044)",845,46,345,255,157,42
"Desocupada (045)",49,5,29,8,7,
"Hombres (046)",34,3,19,6,6,
"Mujeres (047)",15,2,10,2,1,
"No PEA (048)",6403,2931,1685,884,595,308
"Hombres (049)",1954,1436,304,61,65,88
"Mujeres (050)",4449,1495,1381,823,530,220
