"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN IGNACIO (000)",826,42,433,214,107,30
"Conviviente (001)",276,1,104,119,42,10
"Separado(a) (002)",20,,8,5,7,
"Casado(a) (003)",123,,15,50,46,12
"Viudo(a) (004)",14,,1,3,4,6
"Divorciado(a) (005)",1,,,1,,
"Soltero(a) (006)",392,41,305,36,8,2
"Hombres (008)",629,27,300,183,94,25
"Conviviente (009)",229,1,77,104,37,10
"Separado(a) (010)",14,,4,4,6,
"Casado(a) (011)",102,,8,42,41,11
"Viudo(a) (012)",7,,1,2,2,2
"Divorciado(a) (013)",1,,,1,,
"Soltero(a) (014)",276,26,210,30,8,2
"Mujeres (016)",197,15,133,31,13,5
"Conviviente (017)",47,,27,15,5,
"Separado(a) (018)",6,,4,1,1,
"Casado(a) (019)",21,,7,8,5,1
"Viudo(a) (020)",7,,,1,2,4
"Soltero(a) (022)",116,15,95,6,,
,,,,,,
"AREA URBANA (024)",254,6,133,77,32,6
"Conviviente (025)",70,,20,35,13,2
"Separado(a) (026)",16,,8,3,5,
"Casado(a) (027)",39,,5,19,12,3
"Viudo(a) (028)",3,,,1,1,1
"Divorciado(a) (029)",1,,,1,,
"Soltero(a) (030)",125,6,100,18,1,
"Hombres (032)",171,5,75,59,26,6
"Conviviente (033)",51,,12,27,10,2
"Separado(a) (034)",10,,4,2,4,
"Casado(a) (035)",29,,1,14,11,3
"Viudo(a) (036)",2,,,1,,1
"Divorciado(a) (037)",1,,,1,,
"Soltero(a) (038)",78,5,58,14,1,
"Mujeres (040)",83,1,58,18,6,
"Conviviente (041)",19,,8,8,3,
"Separado(a) (042)",6,,4,1,1,
"Casado(a) (043)",10,,4,5,1,
"Viudo(a) (044)",1,,,,1,
"Soltero(a) (046)",47,1,42,4,,
,,,,,,
"AREA RURAL (048)",572,36,300,137,75,24
"Conviviente (049)",206,1,84,84,29,8
"Separado(a) (050)",4,,,2,2,
"Casado(a) (051)",84,,10,31,34,9
"Viudo(a) (052)",11,,1,2,3,5
"Soltero(a) (054)",267,35,205,18,7,2
"Hombres (056)",458,22,225,124,68,19
"Conviviente (057)",178,1,65,77,27,8
"Separado(a) (058)",4,,,2,2,
"Casado(a) (059)",73,,7,28,30,8
"Viudo(a) (060)",5,,1,1,2,1
"Soltero(a) (062)",198,21,152,16,7,2
"Mujeres (064)",114,14,75,13,7,5
"Conviviente (065)",28,,19,7,2,
"Casado(a) (067)",11,,3,3,4,1
"Viudo(a) (068)",6,,,1,1,4
"Soltero(a) (070)",69,14,53,2,,
