"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia TAMBOPATA",,,,,,,,
"Hogares (001)",19922,13550,12975,5175,1746,5957,2211,2950
"Ocupantes presentes (002)",74893,52952,52097,21013,7246,25466,8810,9073
"Casa independiente",,,,,,,,
"Hogares (004)",15782,11045,10665,4351,1572,5275,1902,2083
"Ocupantes presentes (005)",62348,45037,44762,18381,6655,23081,7864,6690
"Departamento en edificio",,,,,,,,
"Hogares (007)",169,97,131,53,18,71,42,24
"Ocupantes presentes (008)",502,298,403,199,64,243,126,71
"Vivienda en quinta",,,,,,,,
"Hogares (010)",877,532,614,233,61,193,107,138
"Ocupantes presentes (011)",2443,1555,1810,685,209,650,312,325
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",1896,1123,1252,425,85,312,141,352
"Ocupantes presentes (014)",5368,3323,3872,1333,288,1112,446,822
"Choza o cabaña",,,,,,,,
"Hogares (016)",929,592,177,61,,67,4,294
"Ocupantes presentes (017)",3329,2162,765,248,,257,21,995
"Vivienda improvisada",,,,,,,,
"Hogares (019)",171,109,90,34,6,24,6,30
"Ocupantes presentes (020)",649,445,367,125,24,91,22,96
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",70,43,43,17,4,14,9,12
"Ocupantes presentes (023)",179,109,109,41,6,31,19,28
"Otro tipo",,,,,,,,
"Hogares (025)",28,9,3,1,,1,,17
"Ocupantes presentes (026)",75,23,9,1,,1,,46
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",16624,11371,12180,4911,1734,5676,2190,2067
"Ocupantes presentes (029)",62582,44636,48551,19833,7195,24256,8709,6077
"Casa independiente",,,,,,,,
"Hogares (031)",13437,9469,10049,4148,1560,5061,1885,1507
"Ocupantes presentes (032)",53425,38910,41985,17449,6604,22128,7784,4721
"Departamento en edificio",,,,,,,,
"Hogares (034)",169,97,131,53,18,71,42,24
"Ocupantes presentes (035)",502,298,403,199,64,243,126,71
"Vivienda en quinta",,,,,,,,
"Hogares (037)",877,532,614,233,61,193,107,138
"Ocupantes presentes (038)",2443,1555,1810,685,209,650,312,325
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",1896,1123,1252,425,85,312,141,352
"Ocupantes presentes (041)",5368,3323,3872,1333,288,1112,446,822
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",171,109,90,34,6,24,6,30
"Ocupantes presentes (047)",649,445,367,125,24,91,22,96
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",64,38,42,17,4,14,9,11
"Ocupantes presentes (050)",165,96,108,41,6,31,19,27
"Otro tipo",,,,,,,,
"Hogares (052)",10,3,2,1,,1,,5
"Ocupantes presentes (053)",30,9,6,1,,1,,15
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",3298,2179,795,264,12,281,21,883
"Ocupantes presentes (056)",12311,8316,3546,1180,51,1210,101,2996
"Casa independiente",,,,,,,,
"Hogares (058)",2345,1576,616,203,12,214,17,576
"Ocupantes presentes (059)",8923,6127,2777,932,51,953,80,1969
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",929,592,177,61,,67,4,294
"Ocupantes presentes (071)",3329,2162,765,248,,257,21,995
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",6,5,1,,,,,1
"Ocupantes presentes (077)",14,13,1,,,,,1
"Otro tipo",,,,,,,,
"Hogares (079)",18,6,1,,,,,12
"Ocupantes presentes (080)",45,14,3,,,,,31
