"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUARMEY (000)",10201,9799,2644,1608,1581,1113,1364,784,419,286,402,25948
"De 12 a 14 años (001)",926,919,914,5,,,,,,,7,5
"De 15 a 19 años (002)",1226,1198,1045,131,20,1,1,,,,28,178
"De 20 a 24 años (003)",1150,1046,345,476,194,27,4,,,,104,963
"De 25 a 29 años (004)",1039,949,101,358,320,117,50,3,,,90,1577
"De 30 a 34 años (005)",1076,1025,60,249,354,192,147,19,3,1,51,2313
"De 35 a 39 años (006)",1027,989,51,136,261,270,222,41,7,1,38,2771
"De 40 a 44 años (007)",755,723,30,80,142,155,204,88,21,3,32,2493
"De 45 a 49 años (008)",620,609,15,58,96,123,171,93,41,12,11,2438
"De 50 y más años (009)",2382,2341,83,115,194,228,565,540,347,269,41,13210
"PEA (010)",3077,2895,506,595,589,421,453,187,89,55,182,7588
"De 12 a 14 años (011)",26,26,25,1,,,,,,,,1
"De 15 a 19 años (012)",187,183,156,25,2,,,,,,4,29
"De 20 a 24 años (013)",372,324,149,125,42,8,,,,,48,233
"De 25 a 29 años (014)",387,337,54,138,97,33,15,,,,50,492
"De 30 a 34 años (015)",443,414,40,110,152,63,42,6,1,,29,825
"De 35 a 39 años (016)",435,420,31,77,104,119,81,8,,,15,1046
"De 40 a 44 años (017)",375,357,17,45,86,70,95,37,5,2,18,1133
"De 45 a 49 años (018)",249,242,5,35,40,50,70,28,12,2,7,871
"De 50 y más años (019)",603,592,29,39,66,78,150,108,71,51,11,2958
"Ocupada (020)",2926,2755,450,568,562,408,444,181,88,54,171,7367
"De 12 a 14 años (021)",24,24,23,1,,,,,,,,1
"De 15 a 19 años (022)",161,158,134,22,2,,,,,,3,26
