"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUARI (000)",15553,131,5847,4992,1627,566,239,117,15,,2019
"Catolica (001)",13182,114,4857,4237,1429,484,191,104,15,,1751
"Cristiana / Evangelica (002)",2273,16,956,735,181,77,47,13,,,248
"Otra (003)",50,,17,11,11,3,,,,,8
"Ninguna (004)",48,1,17,9,6,2,1,,,,12
,,,,,,,,,,,
"URBANA (006)",5836,34,2026,1831,709,269,112,50,6,,799
"Catolica (007)",5001,30,1688,1558,634,237,91,46,6,,711
"Cristiana / Evangelica (008)",778,3,318,261,68,30,20,4,,,74
"Otra (009)",23,,9,5,2,1,,,,,6
"Ninguna (010)",34,1,11,7,5,1,1,,,,8
,,,,,,,,,,,
"RURAL (012)",9717,97,3821,3161,918,297,127,67,9,,1220
"Catolica (013)",8181,84,3169,2679,795,247,100,58,9,,1040
"Cristiana / Evangelica (014)",1495,13,638,474,113,47,27,9,,,174
"Otra (015)",27,,8,6,9,2,,,,,2
"Ninguna (016)",14,,6,2,1,1,,,,,4
