"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia LA CONVENCION (000)",53119,15698,37421
"Casa independiente (001)",45062,10803,34259
"Departamento en edificio (002)",178,178,
"Vivienda en quinta (003)",640,640,
"Vivienda en casa de vecindad (004)",3562,3562,
"Choza o cabaña (005)",3122,,3122
"Vivienda improvisada (006)",458,458,
"Local no dest.para hab. humana (007)",63,41,22
"Otro tipo (008)",34,16,18
