"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SATIPO (000)",162781,14718,2570,75894,57523,3428,2855,2136,3657
"Hombres (001)",87964,5445,1309,39976,34414,1927,1535,1246,2112
"Mujeres (002)",74817,9273,1261,35918,23109,1501,1320,890,1545
"PEA (003)",72018,6072,87,26521,30558,1946,2296,1327,3211
"Hombres (004)",55101,3931,49,20891,24608,1333,1411,919,1959
"Mujeres (005)",16917,2141,38,5630,5950,613,885,408,1252
"Ocupada (006)",70150,5982,86,26054,29486,1848,2230,1297,3167
"Hombres (007)",53836,3873,48,20535,23892,1273,1376,902,1937
"Mujeres (008)",16314,2109,38,5519,5594,575,854,395,1230
"Desocupada (009)",1868,90,1,467,1072,98,66,30,44
"Hombres (010)",1265,58,1,356,716,60,35,17,22
"Mujeres (011)",603,32,,111,356,38,31,13,22
"No PEA (012)",90763,8646,2483,49373,26965,1482,559,809,446
"Hombres (013)",32863,1514,1260,19085,9806,594,124,327,153
"Mujeres (014)",57900,7132,1223,30288,17159,888,435,482,293
,,,,,,,,,
"URBANA (018)",46876,1831,752,16201,20040,1910,1984,1464,2694
"Hombres (019)",24031,489,371,7741,11017,1016,1025,852,1520
"Mujeres (020)",22845,1342,381,8460,9023,894,959,612,1174
"PEA (021)",21979,659,26,4999,10209,1106,1610,985,2385
"Hombres (022)",14431,272,10,3164,7272,708,934,657,1414
"Mujeres (023)",7548,387,16,1835,2937,398,676,328,971
"Ocupada (024)",21200,642,26,4841,9742,1068,1567,963,2351
"Hombres (025)",13919,261,10,3048,6962,685,915,645,1393
"Mujeres (026)",7281,381,16,1793,2780,383,652,318,958
"Desocupada (027)",779,17,,158,467,38,43,22,34
"Hombres (028)",512,11,,116,310,23,19,12,21
"Mujeres (029)",267,6,,42,157,15,24,10,13
"No PEA (030)",24897,1172,726,11202,9831,804,374,479,309
"Hombres (031)",9600,217,361,4577,3745,308,91,195,106
"Mujeres (032)",15297,955,365,6625,6086,496,283,284,203
,,,,,,,,,
"RURAL (036)",115905,12887,1818,59693,37483,1518,871,672,963
"Hombres (037)",63933,4956,938,32235,23397,911,510,394,592
"Mujeres (038)",51972,7931,880,27458,14086,607,361,278,371
"PEA (039)",50039,5413,61,21522,20349,840,686,342,826
"Hombres (040)",40670,3659,39,17727,17336,625,477,262,545
"Mujeres (041)",9369,1754,22,3795,3013,215,209,80,281
"Ocupada (042)",48950,5340,60,21213,19744,780,663,334,816
"Hombres (043)",39917,3612,38,17487,16930,588,461,257,544
"Mujeres (044)",9033,1728,22,3726,2814,192,202,77,272
"Desocupada (045)",1089,73,1,309,605,60,23,8,10
"Hombres (046)",753,47,1,240,406,37,16,5,1
"Mujeres (047)",336,26,,69,199,23,7,3,9
"No PEA (048)",65866,7474,1757,38171,17134,678,185,330,137
"Hombres (049)",23263,1297,899,14508,6061,286,33,132,47
"Mujeres (050)",42603,6177,858,23663,11073,392,152,198,90
