"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD",,,,,,,,,
"Viviendas particulares (001)",5304,1304,1731,807,656,233,267,84,222
"Ocupantes presentes (002)",21302,4480,6954,3546,2778,930,1200,329,1085
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5118,1208,1675,792,641,230,267,84,221
"Ocupantes presentes (005)",20738,4272,6741,3476,2714,924,1200,329,1082
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,8,4,,2,,,,1
"Ocupantes presentes (011)",34,21,6,,4,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",110,68,23,8,9,2,,,
"Ocupantes presentes (014)",295,137,80,35,39,4,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",61,20,29,7,4,1,,,
"Ocupantes presentes (017)",235,50,127,35,21,2,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",931,173,162,110,128,77,110,45,126
"Ocupantes presentes (029)",3383,380,560,390,489,283,486,178,617
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",806,97,135,102,117,75,110,45,125
"Ocupantes presentes (032)",3054,222,474,355,446,279,486,178,614
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,8,4,,2,,,,1
"Ocupantes presentes (038)",34,21,6,,4,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",110,68,23,8,9,2,,,
"Ocupantes presentes (041)",295,137,80,35,39,4,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4373,1131,1569,697,528,156,157,39,96
"Ocupantes presentes (056)",17919,4100,6394,3156,2289,647,714,151,468
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4312,1111,1540,690,524,155,157,39,96
"Ocupantes presentes (059)",17684,4050,6267,3121,2268,645,714,151,468
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",61,20,29,7,4,1,,,
"Ocupantes presentes (071)",235,50,127,35,21,2,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
