"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia QUISPICANCHI (000)",57135,23546,3666,2065,27950
"Conviviente (001)",13032,4472,856,414,7298
"Separado(a) (002)",1051,293,68,29,664
"Casado(a) (003)",19672,8640,1539,676,8875
"Viudo(a) (004)",3681,1481,175,75,1953
"Divorciado(a) (005)",148,41,15,11,81
"Soltero(a) (006)",19551,8619,1013,860,9079
"Hombres (008)",28741,10450,2106,1392,14855
"Conviviente (009)",6416,1740,526,303,3850
"Separado(a) (010)",273,43,35,14,182
"Casado(a) (011)",9852,3698,916,455,4827
"Viudo(a) (012)",948,320,47,27,555
"Divorciado(a) (013)",55,9,6,7,33
"Soltero(a) (014)",11197,4640,576,586,5408
"Mujeres (016)",28394,13096,1560,673,13095
"Conviviente (017)",6616,2732,330,111,3448
"Separado(a) (018)",778,250,33,15,482
"Casado(a) (019)",9820,4942,623,221,4048
"Viudo(a) (020)",2733,1161,128,48,1398
"Divorciado(a) (021)",93,32,9,4,48
"Soltero(a) (022)",8354,3979,437,274,3671
,,,,,
"URBANA (024)",21610,3731,2813,1251,13851
"Conviviente (025)",5603,688,663,292,3965
"Separado(a) (026)",538,74,50,21,394
"Casado(a) (027)",6309,738,1167,476,3947
"Viudo(a) (028)",1194,170,140,54,832
"Divorciado(a) (029)",76,4,12,9,51
"Soltero(a) (030)",7890,2057,781,399,4662
"Hombres (032)",10872,1551,1577,811,6952
"Conviviente (033)",2770,197,408,213,1953
"Separado(a) (034)",142,5,27,12,99
"Casado(a) (035)",3199,253,676,317,1963
"Viudo(a) (036)",275,25,35,20,196
"Divorciado(a) (037)",31,1,4,6,20
"Soltero(a) (038)",4455,1070,427,243,2721
"Mujeres (040)",10738,2180,1236,440,6899
"Conviviente (041)",2833,491,255,79,2012
"Separado(a) (042)",396,69,23,9,295
"Casado(a) (043)",3110,485,491,159,1984
"Viudo(a) (044)",919,145,105,34,636
"Divorciado(a) (045)",45,3,8,3,31
"Soltero(a) (046)",3435,987,354,156,1941
,,,,,
"RURAL (048)",35525,19815,853,814,14099
"Conviviente (049)",7429,3784,193,122,3333
"Separado(a) (050)",513,219,18,8,270
"Casado(a) (051)",13363,7902,372,200,4928
"Viudo(a) (052)",2487,1311,35,21,1121
"Divorciado(a) (053)",72,37,3,2,30
"Soltero(a) (054)",11661,6562,232,461,4417
"Hombres (056)",17869,8899,529,581,7903
"Conviviente (057)",3646,1543,118,90,1897
"Separado(a) (058)",131,38,8,2,83
"Casado(a) (059)",6653,3445,240,138,2864
"Viudo(a) (060)",673,295,12,7,359
"Divorciado(a) (061)",24,8,2,1,13
"Soltero(a) (062)",6742,3570,149,343,2687
"Mujeres (064)",17656,10916,324,233,6196
"Conviviente (065)",3783,2241,75,32,1436
"Separado(a) (066)",382,181,10,6,187
"Casado(a) (067)",6710,4457,132,62,2064
"Viudo(a) (068)",1814,1016,23,14,762
"Divorciado(a) (069)",48,29,1,1,17
"Soltero(a) (070)",4919,2992,83,118,1730
