"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TAMBOPATA (000)",34985,580,13647,12666,7124,968
"Empleado (001)",9726,80,4197,3722,1644,83
"Obrero (002)",7157,89,3296,2414,1215,143
"Trabajador independiente (003)",13666,85,4258,5212,3496,615
"Empleador o patrono (004)",1086,,272,460,310,44
"Trabajador familiar no remunerado (005)",1689,282,712,406,233,56
"Trabajador del hogar (006)",681,28,380,179,84,10
"Desocupado (008)",980,16,532,273,142,17
"Hombres (009)",23097,354,8662,8148,5153,780
"Empleado (010)",5192,37,1901,2074,1114,66
"Obrero (011)",6374,76,2962,2116,1089,131
"Trabajador independiente (012)",9278,58,2873,3314,2532,501
"Empleador o patrono (013)",791,,197,328,228,38
"Trabajador familiar no remunerado (014)",768,167,383,118,74,26
"Trabajador del hogar (015)",82,8,41,19,12,2
"Desocupado (017)",612,8,305,179,104,16
"Mujeres (018)",11888,226,4985,4518,1971,188
"Empleado (019)",4534,43,2296,1648,530,17
"Obrero (020)",783,13,334,298,126,12
"Trabajador independiente (021)",4388,27,1385,1898,964,114
"Empleador o patrono (022)",295,,75,132,82,6
"Trabajador familiar no remunerado (023)",921,115,329,288,159,30
"Trabajador del hogar (024)",599,20,339,160,72,8
"Desocupado (026)",368,8,227,94,38,1
,,,,,,
"URBANA (027)",28512,495,11071,10554,5778,614
"Empleado (028)",9014,77,3837,3469,1555,76
"Obrero (029)",5082,67,2256,1771,896,92
"Trabajador independiente (030)",10969,81,3516,4288,2718,366
"Empleador o patrono (031)",846,,204,361,250,31
"Trabajador familiar no remunerado (032)",1150,233,460,269,158,30
"Trabajador del hogar (033)",563,24,322,140,71,6
"Desocupado (035)",888,13,476,256,130,13
"Hombres (036)",18005,290,6711,6491,4034,479
"Empleado (037)",4795,36,1749,1906,1044,60
"Obrero (038)",4457,56,2010,1516,789,86
"Trabajador independiente (039)",7092,55,2306,2586,1866,279
"Empleador o patrono (040)",579,,136,241,176,26
"Trabajador familiar no remunerado (041)",477,130,211,64,56,16
"Trabajador del hogar (042)",58,7,30,13,8,
"Desocupado (044)",547,6,269,165,95,12
"Mujeres (045)",10507,205,4360,4063,1744,135
"Empleado (046)",4219,41,2088,1563,511,16
"Obrero (047)",625,11,246,255,107,6
"Trabajador independiente (048)",3877,26,1210,1702,852,87
"Empleador o patrono (049)",267,,68,120,74,5
"Trabajador familiar no remunerado (050)",673,103,249,205,102,14
"Trabajador del hogar (051)",505,17,292,127,63,6
"Desocupado (053)",341,7,207,91,35,1
,,,,,,
"RURAL (054)",6473,85,2576,2112,1346,354
"Empleado (055)",712,3,360,253,89,7
"Obrero (056)",2075,22,1040,643,319,51
"Trabajador independiente (057)",2697,4,742,924,778,249
"Empleador o patrono (058)",240,,68,99,60,13
"Trabajador familiar no remunerado (059)",539,49,252,137,75,26
"Trabajador del hogar (060)",118,4,58,39,13,4
"Desocupado (062)",92,3,56,17,12,4
"Hombres (063)",5092,64,1951,1657,1119,301
"Empleado (064)",397,1,152,168,70,6
"Obrero (065)",1917,20,952,600,300,45
"Trabajador independiente (066)",2186,3,567,728,666,222
"Empleador o patrono (067)",212,,61,87,52,12
"Trabajador familiar no remunerado (068)",291,37,172,54,18,10
"Trabajador del hogar (069)",24,1,11,6,4,2
"Desocupado (071)",65,2,36,14,9,4
"Mujeres (072)",1381,21,625,455,227,53
"Empleado (073)",315,2,208,85,19,1
"Obrero (074)",158,2,88,43,19,6
"Trabajador independiente (075)",511,1,175,196,112,27
"Empleador o patrono (076)",28,,7,12,8,1
"Trabajador familiar no remunerado (077)",248,12,80,83,57,16
"Trabajador del hogar (078)",94,3,47,33,9,2
"Desocupado (080)",27,1,20,3,3,
