"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PALLASCA (000)",7379,68,229,500,805,1398,2799,1580
"De 12 a 14 años (001)",11,,,,,,1,10
"De 15 a 19 años (002)",231,,,,,,155,76
"De 20 a 24 años (003)",729,,,,,2,492,235
"De 25 a 29 años (004)",753,,,,,22,568,163
"De 30 a 34 años (005)",776,,,,,103,548,125
"De 35 a 39 años (006)",791,,,,3,188,500,100
"De 40 a 44 años (007)",718,,,,26,284,333,75
"De 45 a 49 años (008)",590,,,2,61,291,168,68
"De 50 y más años (009)",2780,68,229,498,715,508,34,728
"PEA (010)",1334,2,16,60,127,289,511,329
"De 15 a 19 años (012)",31,,,,,,21,10
"De 20 a 24 años (013)",129,,,,,2,67,60
"De 25 a 29 años (014)",151,,,,,4,94,53
"De 30 a 34 años (015)",189,,,,,34,112,43
"De 35 a 39 años (016)",202,,,,,47,120,35
"De 40 a 44 años (017)",172,,,,9,75,63,25
"De 45 a 49 años (018)",120,,,1,13,58,28,20
"De 50 y más años (019)",340,2,16,59,105,69,6,83
"Ocupada (020)",1283,2,16,59,124,279,489,314
"De 15 a 19 años (022)",25,,,,,,16,9
"De 20 a 24 años (023)",116,,,,,2,61,53
"De 25 a 29 años (024)",142,,,,,4,90,48
"De 30 a 34 años (025)",181,,,,,29,110,42
"De 35 a 39 años (026)",198,,,,,46,117,35
"De 40 a 44 años (027)",169,,,,9,73,62,25
"De 45 a 49 años (028)",118,,,1,12,58,27,20
"De 50 y más años (029)",334,2,16,58,103,67,6,82
"Desocupada (030)",51,,,1,3,10,22,15
"De 15 a 19 años (032)",6,,,,,,5,1
"De 20 a 24 años (033)",13,,,,,,6,7
"De 25 a 29 años (034)",9,,,,,,4,5
"De 30 a 34 años (035)",8,,,,,5,2,1
"De 35 a 39 años (036)",4,,,,,1,3,
"De 40 a 44 años (037)",3,,,,,2,1,
"De 45 a 49 años (038)",2,,,,1,,1,
"De 50 y más años (039)",6,,,1,2,2,,1
"No PEA (040)",6045,66,213,440,678,1109,2288,1251
"De 12 a 14 años (041)",11,,,,,,1,10
"De 15 a 19 años (042)",200,,,,,,134,66
"De 20 a 24 años (043)",600,,,,,,425,175
"De 25 a 29 años (044)",602,,,,,18,474,110
"De 30 a 34 años (045)",587,,,,,69,436,82
"De 35 a 39 años (046)",589,,,,3,141,380,65
"De 40 a 44 años (047)",546,,,,17,209,270,50
"De 45 a 49 años (048)",470,,,1,48,233,140,48
"De 50 y más años (049)",2440,66,213,439,610,439,28,645
,,,,,,,,
"URBANA (060)",3992,48,135,300,453,794,1339,923
