"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CELENDIN (000)",1395,415,980
"Sin nivel (001)",125,35,90
"Educación inicial (002)",14,2,12
"Primaria (003)",791,229,562
"Secundaria (004)",293,101,192
"Superior no univ. incompleta (005)",42,7,35
"Superior no univ. completa (006)",102,32,70
"Superior univ. incompleta (007)",4,1,3
"Superior univ. completa (008)",24,8,16
"Hombres (010)",1032,309,723
"Sin nivel (011)",82,26,56
"Educación inicial (012)",8,2,6
"Primaria (013)",606,179,427
"Secundaria (014)",228,75,153
"Superior no univ. incompleta (015)",28,5,23
"Superior no univ. completa (016)",60,16,44
"Superior univ. incompleta (017)",2,,2
"Superior univ. completa (018)",18,6,12
"Mujeres (020)",363,106,257
"Sin nivel (021)",43,9,34
"Educación inicial (022)",6,,6
"Primaria (023)",185,50,135
"Secundaria (024)",65,26,39
"Superior no univ. incompleta (025)",14,2,12
"Superior no univ. completa (026)",42,16,26
"Superior univ. incompleta (027)",2,1,1
"Superior univ. completa (028)",6,2,4
,,,
"AREA URBANA (030)",448,121,327
"Sin nivel (031)",25,2,23
"Educación inicial (032)",2,,2
"Primaria (033)",161,35,126
"Secundaria (034)",136,48,88
"Superior no univ. incompleta (035)",21,4,17
"Superior no univ. completa (036)",78,25,53
"Superior univ. incompleta (037)",4,1,3
"Superior univ. completa (038)",21,6,15
"Hombres (040)",316,74,242
"Sin nivel (041)",15,1,14
"Educación inicial (042)",2,,2
"Primaria (043)",118,19,99
"Secundaria (044)",101,33,68
"Superior no univ. incompleta (045)",15,4,11
"Superior no univ. completa (046)",47,12,35
"Superior univ. incompleta (047)",2,,2
"Superior univ. completa (048)",16,5,11
"Mujeres (050)",132,47,85
"Sin nivel (051)",10,1,9
"Primaria (053)",43,16,27
"Secundaria (054)",35,15,20
"Superior no univ. incompleta (055)",6,,6
"Superior no univ. completa (056)",31,13,18
"Superior univ. incompleta (057)",2,1,1
"Superior univ. completa (058)",5,1,4
,,,
"AREA RURAL (060)",947,294,653
"Sin nivel (061)",100,33,67
"Educación inicial (062)",12,2,10
"Primaria (063)",630,194,436
"Secundaria (064)",157,53,104
"Superior no univ. incompleta (065)",21,3,18
"Superior no univ. completa (066)",24,7,17
"Superior univ. completa (068)",3,2,1
"Hombres (070)",716,235,481
"Sin nivel (071)",67,25,42
"Educación inicial (072)",6,2,4
"Primaria (073)",488,160,328
"Secundaria (074)",127,42,85
"Superior no univ. incompleta (075)",13,1,12
"Superior no univ. completa (076)",13,4,9
"Superior univ. completa (078)",2,1,1
"Mujeres (080)",231,59,172
"Sin nivel (081)",33,8,25
"Educación inicial (082)",6,,6
"Primaria (083)",142,34,108
"Secundaria (084)",30,11,19
"Superior no univ. incompleta (085)",8,2,6
"Superior no univ. completa (086)",11,3,8
"Superior univ. completa (088)",1,1,
