"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PAUCARTAMBO (000)",15491,455,5248,5320,3517,951
"Empleado (001)",845,6,310,371,148,10
"Obrero (002)",1347,14,549,464,275,45
"Trabajador independiente (003)",9191,50,2532,3450,2447,712
"Empleador o patrono (004)",197,1,53,78,47,18
"Trabajador familiar no remunerado (005)",3792,363,1740,944,583,162
"Trabajador del hogar (006)",119,21,64,13,17,4
"Hombres (008)",10432,257,3473,3656,2397,649
"Empleado (009)",508,3,148,231,116,10
"Obrero (010)",1106,13,463,376,224,30
"Trabajador independiente (011)",7412,29,2044,2839,1946,554
"Empleador o patrono (012)",156,1,41,61,38,15
"Trabajador familiar no remunerado (013)",1234,207,768,146,73,40
"Trabajador del hogar (014)",16,4,9,3,,
"Mujeres (016)",5059,198,1775,1664,1120,302
"Empleado (017)",337,3,162,140,32,
"Obrero (018)",241,1,86,88,51,15
"Trabajador independiente (019)",1779,21,488,611,501,158
"Empleador o patrono (020)",41,,12,17,9,3
"Trabajador familiar no remunerado (021)",2558,156,972,798,510,122
"Trabajador del hogar (022)",103,17,55,10,17,4
,,,,,,
"URBANA (024)",2938,82,913,1128,656,159
"Empleado (025)",601,4,202,274,112,9
"Obrero (026)",424,5,161,138,106,14
"Trabajador independiente (027)",1475,11,385,590,375,114
"Empleador o patrono (028)",57,,19,25,9,4
"Trabajador familiar no remunerado (029)",319,47,113,95,47,17
"Trabajador del hogar (030)",62,15,33,6,7,1
"Hombres (032)",1847,45,543,728,427,104
"Empleado (033)",351,2,84,170,86,9
"Obrero (034)",369,4,136,125,91,13
"Trabajador independiente (035)",938,7,249,381,230,71
"Empleador o patrono (036)",42,,12,21,7,2
"Trabajador familiar no remunerado (037)",140,30,58,30,13,9
"Trabajador del hogar (038)",7,2,4,1,,
"Mujeres (040)",1091,37,370,400,229,55
"Empleado (041)",250,2,118,104,26,
"Obrero (042)",55,1,25,13,15,1
"Trabajador independiente (043)",537,4,136,209,145,43
"Empleador o patrono (044)",15,,7,4,2,2
"Trabajador familiar no remunerado (045)",179,17,55,65,34,8
"Trabajador del hogar (046)",55,13,29,5,7,1
,,,,,,
"RURAL (048)",12553,373,4335,4192,2861,792
"Empleado (049)",244,2,108,97,36,1
"Obrero (050)",923,9,388,326,169,31
"Trabajador independiente (051)",7716,39,2147,2860,2072,598
"Empleador o patrono (052)",140,1,34,53,38,14
"Trabajador familiar no remunerado (053)",3473,316,1627,849,536,145
"Trabajador del hogar (054)",57,6,31,7,10,3
"Hombres (056)",8585,212,2930,2928,1970,545
"Empleado (057)",157,1,64,61,30,1
"Obrero (058)",737,9,327,251,133,17
"Trabajador independiente (059)",6474,22,1795,2458,1716,483
"Empleador o patrono (060)",114,1,29,40,31,13
"Trabajador familiar no remunerado (061)",1094,177,710,116,60,31
"Trabajador del hogar (062)",9,2,5,2,,
"Mujeres (064)",3968,161,1405,1264,891,247
"Empleado (065)",87,1,44,36,6,
"Obrero (066)",186,,61,75,36,14
"Trabajador independiente (067)",1242,17,352,402,356,115
"Empleador o patrono (068)",26,,5,13,7,1
"Trabajador familiar no remunerado (069)",2379,139,917,733,476,114
"Trabajador del hogar (070)",48,4,26,5,10,3
