"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TACNA (000)",113629,37111,15251,49756,2988,5112,3411
"Sin nivel (001)",3379,201,517,2058,127,346,130
"Educación inicial (002)",88,12,11,41,3,15,6
"Primaria (003)",16196,1249,2963,9670,445,1206,663
"Secundaria (004)",43103,8858,8121,21012,1009,2215,1888
"Superior no univ. incompleta (005)",8941,3130,1149,3850,213,342,257
"Superior no univ. completa (006)",13442,6791,1103,4676,315,339,218
"Superior univ. incompleta (007)",9095,4091,680,3537,304,340,143
"Superior univ. completa (008)",19385,12779,707,4912,572,309,106
"Hombres (010)",64978,19554,12724,28795,2022,1756,127
"Sin nivel (011)",954,74,281,503,55,38,3
"Educación inicial (012)",40,5,6,17,2,10,
"Primaria (013)",7865,611,2268,4345,289,332,20
"Secundaria (014)",26920,5217,6986,13064,711,868,74
"Superior no univ. incompleta (015)",5446,1671,1010,2476,147,132,10
"Superior no univ. completa (016)",7240,3136,953,2823,209,109,10
"Superior univ. incompleta (017)",5741,2391,601,2366,219,159,5
"Superior univ. completa (018)",10772,6449,619,3201,390,108,5
"Mujeres (020)",48651,17557,2527,20961,966,3356,3284
"Sin nivel (021)",2425,127,236,1555,72,308,127
"Educación inicial (022)",48,7,5,24,1,5,6
"Primaria (023)",8331,638,695,5325,156,874,643
"Secundaria (024)",16183,3641,1135,7948,298,1347,1814
"Superior no univ. incompleta (025)",3495,1459,139,1374,66,210,247
"Superior no univ. completa (026)",6202,3655,150,1853,106,230,208
"Superior univ. incompleta (027)",3354,1700,79,1171,85,181,138
"Superior univ. completa (028)",8613,6330,88,1711,182,201,101
,,,,,,,
"URBANA (030)",105217,36384,12533,46571,2479,3894,3356
"Sin nivel (031)",2643,190,314,1775,49,188,127
"Educación inicial (032)",76,12,7,39,3,9,6
"Primaria (033)",13904,1194,2217,8680,292,873,648
"Secundaria (034)",39719,8665,6837,19809,847,1696,1865
"Superior no univ. incompleta (035)",8426,3045,960,3682,195,293,251
"Superior no univ. completa (036)",12892,6651,977,4479,288,281,216
"Superior univ. incompleta (037)",8751,4045,611,3394,271,289,141
"Superior univ. completa (038)",18806,12582,610,4713,534,265,102
"Hombres (040)",59401,19104,10717,26563,1628,1268,121
"Sin nivel (041)",674,66,178,391,15,21,3
"Educación inicial (042)",32,5,4,17,2,4,
"Primaria (043)",6426,575,1747,3677,170,238,19
"Secundaria (044)",24522,5083,6012,12161,578,617,71
"Superior no univ. incompleta (045)",5064,1616,852,2349,131,106,10
"Superior no univ. completa (046)",6853,3057,846,2676,187,77,10
"Superior univ. incompleta (047)",5477,2359,545,2255,188,125,5
"Superior univ. completa (048)",10353,6343,533,3037,357,80,3
"Mujeres (050)",45816,17280,1816,20008,851,2626,3235
"Sin nivel (051)",1969,124,136,1384,34,167,124
"Educación inicial (052)",44,7,3,22,1,5,6
"Primaria (053)",7478,619,470,5003,122,635,629
"Secundaria (054)",15197,3582,825,7648,269,1079,1794
"Superior no univ. incompleta (055)",3362,1429,108,1333,64,187,241
"Superior no univ. completa (056)",6039,3594,131,1803,101,204,206
"Superior univ. incompleta (057)",3274,1686,66,1139,83,164,136
"Superior univ. completa (058)",8453,6239,77,1676,177,185,99
,,,,,,,
"RURAL (060)",8412,727,2718,3185,509,1218,55
"Sin nivel (061)",736,11,203,283,78,158,3
"Educación inicial (062)",12,,4,2,,6,
"Primaria (063)",2292,55,746,990,153,333,15
"Secundaria (064)",3384,193,1284,1203,162,519,23
"Superior no univ. incompleta (065)",515,85,189,168,18,49,6
"Superior no univ. completa (066)",550,140,126,197,27,58,2
"Superior univ. incompleta (067)",344,46,69,143,33,51,2
"Superior univ. completa (068)",579,197,97,199,38,44,4
"Hombres (070)",5577,450,2007,2232,394,488,6
"Sin nivel (071)",280,8,103,112,40,17,
"Educación inicial (072)",8,,2,,,6,
"Primaria (073)",1439,36,521,668,119,94,1
"Secundaria (074)",2398,134,974,903,133,251,3
"Superior no univ. incompleta (075)",382,55,158,127,16,26,
"Superior no univ. completa (076)",387,79,107,147,22,32,
"Superior univ. incompleta (077)",264,32,56,111,31,34,
"Superior univ. completa (078)",419,106,86,164,33,28,2
"Mujeres (080)",2835,277,711,953,115,730,49
"Sin nivel (081)",456,3,100,171,38,141,3
"Educación inicial (082)",4,,2,2,,,
"Primaria (083)",853,19,225,322,34,239,14
"Secundaria (084)",986,59,310,300,29,268,20
"Superior no univ. incompleta (085)",133,30,31,41,2,23,6
"Superior no univ. completa (086)",163,61,19,50,5,26,2
"Superior univ. incompleta (087)",80,14,13,32,2,17,2
"Superior univ. completa (088)",160,91,11,35,5,16,2
