"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PARINACOCHAS (000)",9936,2025,1810,4465,98,1350,188
"Conviviente (001)",3157,589,711,1465,33,320,39
"Separado(a) (002)",303,67,46,146,1,29,14
"Casado(a) (003)",3665,848,508,1781,35,474,19
"Viudo(a) (004)",382,20,37,245,8,66,6
"Divorciado(a) (005)",50,15,6,18,3,8,
"Soltero(a) (006)",2379,486,502,810,18,453,110
"Hombres (008)",6744,1188,1583,3196,73,685,19
"Conviviente (009)",2253,382,632,1060,26,151,2
"Separado(a) (010)",139,28,31,68,,11,1
"Casado(a) (011)",2527,529,440,1342,30,184,2
"Viudo(a) (012)",145,6,22,89,4,24,
"Divorciado(a) (013)",27,9,4,9,1,4,
"Soltero(a) (014)",1653,234,454,628,12,311,14
"Mujeres (016)",3192,837,227,1269,25,665,169
"Conviviente (017)",904,207,79,405,7,169,37
"Separado(a) (018)",164,39,15,78,1,18,13
"Casado(a) (019)",1138,319,68,439,5,290,17
"Viudo(a) (020)",237,14,15,156,4,42,6
"Divorciado(a) (021)",23,6,2,9,2,4,
"Soltero(a) (022)",726,252,48,182,6,142,96
,,,,,,,
"URBANA (024)",6025,1711,991,2597,50,514,162
"Conviviente (025)",2033,489,400,962,15,136,31
"Separado(a) (026)",182,57,23,79,1,9,13
"Casado(a) (027)",2064,736,238,898,17,161,14
"Viudo(a) (028)",178,18,20,112,4,18,6
"Divorciado(a) (029)",26,13,2,8,2,1,
"Soltero(a) (030)",1542,398,308,538,11,189,98
"Hombres (032)",3893,968,860,1783,28,239,15
"Conviviente (033)",1398,311,351,669,9,57,1
"Separado(a) (034)",80,23,16,36,,4,1
"Casado(a) (035)",1339,445,206,623,13,52,
"Viudo(a) (036)",55,4,9,37,1,4,
"Divorciado(a) (037)",11,8,1,2,,,
"Soltero(a) (038)",1010,177,277,416,5,122,13
"Mujeres (040)",2132,743,131,814,22,275,147
"Conviviente (041)",635,178,49,293,6,79,30
"Separado(a) (042)",102,34,7,43,1,5,12
"Casado(a) (043)",725,291,32,275,4,109,14
"Viudo(a) (044)",123,14,11,75,3,14,6
"Divorciado(a) (045)",15,5,1,6,2,1,
"Soltero(a) (046)",532,221,31,122,6,67,85
,,,,,,,
"RURAL (048)",3911,314,819,1868,48,836,26
"Conviviente (049)",1124,100,311,503,18,184,8
"Separado(a) (050)",121,10,23,67,,20,1
"Casado(a) (051)",1601,112,270,883,18,313,5
"Viudo(a) (052)",204,2,17,133,4,48,
"Divorciado(a) (053)",24,2,4,10,1,7,
"Soltero(a) (054)",837,88,194,272,7,264,12
"Hombres (056)",2851,220,723,1413,45,446,4
"Conviviente (057)",855,71,281,391,17,94,1
"Separado(a) (058)",59,5,15,32,,7,
"Casado(a) (059)",1188,84,234,719,17,132,2
"Viudo(a) (060)",90,2,13,52,3,20,
"Divorciado(a) (061)",16,1,3,7,1,4,
"Soltero(a) (062)",643,57,177,212,7,189,1
"Mujeres (064)",1060,94,96,455,3,390,22
"Conviviente (065)",269,29,30,112,1,90,7
"Separado(a) (066)",62,5,8,35,,13,1
"Casado(a) (067)",413,28,36,164,1,181,3
"Viudo(a) (068)",114,,4,81,1,28,
"Divorciado(a) (069)",8,1,1,3,,3,
"Soltero(a) (070)",194,31,17,60,,75,11
