"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MARISCAL NIETO (000)",3231,655,2576
"Sin nivel (001)",122,16,106
"Educación inicial (002)",2,2,
"Primaria (003)",471,68,403
"Secundaria (004)",1180,279,901
"Superior no univ. incompleta (005)",386,67,319
"Superior no univ. completa (006)",471,97,374
"Superior univ. incompleta (007)",250,54,196
"Superior univ. completa (008)",349,72,277
"De 14 a 29 años (010)",1524,459,1065
"Sin nivel (011)",8,4,4
"Educación inicial (012)",2,2,
"Primaria (013)",76,26,50
"Secundaria (014)",612,195,417
"Superior no univ. incompleta (015)",264,59,205
"Superior no univ. completa (016)",263,76,187
"Superior univ. incompleta (017)",141,41,100
"Superior univ. completa (018)",158,56,102
"De 30 a 44 años (020)",1095,171,924
"Sin nivel (021)",43,9,34
"Primaria (023)",171,34,137
"Secundaria (024)",398,76,322
"Superior no univ. incompleta (025)",102,8,94
"Superior no univ. completa (026)",161,19,142
"Superior univ. incompleta (027)",81,11,70
"Superior univ. completa (028)",139,14,125
"De 45 a 64 años (030)",506,25,481
"Sin nivel (031)",44,3,41
"Primaria (033)",176,8,168
"Secundaria (034)",152,8,144
"Superior no univ. incompleta (035)",19,,19
"Superior no univ. completa (036)",45,2,43
"Superior univ. incompleta (037)",24,2,22
"Superior univ. completa (038)",46,2,44
"De 65 y más años (040)",106,,106
"Sin nivel (041)",27,,27
"Primaria (043)",48,,48
"Secundaria (044)",18,,18
"Superior no univ. incompleta (045)",1,,1
"Superior no univ. completa (046)",2,,2
"Superior univ. incompleta (047)",4,,4
"Superior univ. completa (048)",6,,6
,,,
"AREA URBANA (050)",2969,601,2368
"Sin nivel (051)",102,16,86
"Educación inicial (052)",2,2,
"Primaria (053)",418,61,357
"Secundaria (054)",1102,258,844
"Superior no univ. incompleta (055)",351,60,291
"Superior no univ. completa (056)",428,85,343
"Superior univ. incompleta (057)",240,52,188
"Superior univ. completa (058)",326,67,259
"De 14 a 29 años (060)",1401,413,988
"Sin nivel (061)",7,4,3
"Educación inicial (062)",2,2,
"Primaria (063)",62,22,40
"Secundaria (064)",569,177,392
"Superior no univ. incompleta (065)",238,52,186
"Superior no univ. completa (066)",237,65,172
"Superior univ. incompleta (067)",136,40,96
"Superior univ. completa (068)",150,51,99
"De 30 a 44 años (070)",1012,164,848
"Sin nivel (071)",37,9,28
"Primaria (073)",155,32,123
"Secundaria (074)",373,73,300
"Superior no univ. incompleta (075)",95,8,87
"Superior no univ. completa (076)",147,18,129
"Superior univ. incompleta (077)",77,10,67
"Superior univ. completa (078)",128,14,114
"De 45 a 64 años (080)",464,24,440
"Sin nivel (081)",35,3,32
"Primaria (083)",158,7,151
"Secundaria (084)",145,8,137
"Superior no univ. incompleta (085)",18,,18
"Superior no univ. completa (086)",42,2,40
"Superior univ. incompleta (087)",24,2,22
"Superior univ. completa (088)",42,2,40
"De 65 y más años (090)",92,,92
"Sin nivel (091)",23,,23
"Primaria (093)",43,,43
"Secundaria (094)",15,,15
"Superior no univ. completa (096)",2,,2
"Superior univ. incompleta (097)",3,,3
"Superior univ. completa (098)",6,,6
,,,
"AREA RURAL (100)",262,54,208
"Sin nivel (101)",20,,20
"Primaria (103)",53,7,46
"Secundaria (104)",78,21,57
"Superior no univ. incompleta (105)",35,7,28
"Superior no univ. completa (106)",43,12,31
"Superior univ. incompleta (107)",10,2,8
"Superior univ. completa (108)",23,5,18
"De 14 a 29 años (110)",123,46,77
"Sin nivel (111)",1,,1
"Primaria (113)",14,4,10
"Secundaria (114)",43,18,25
"Superior no univ. incompleta (115)",26,7,19
"Superior no univ. completa (116)",26,11,15
"Superior univ. incompleta (117)",5,1,4
"Superior univ. completa (118)",8,5,3
"De 30 a 44 años (120)",83,7,76
"Sin nivel (121)",6,,6
"Primaria (123)",16,2,14
"Secundaria (124)",25,3,22
"Superior no univ. incompleta (125)",7,,7
"Superior no univ. completa (126)",14,1,13
"Superior univ. incompleta (127)",4,1,3
"Superior univ. completa (128)",11,,11
"De 45 a 64 años (130)",42,1,41
"Sin nivel (131)",9,,9
"Primaria (133)",18,1,17
"Secundaria (134)",7,,7
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",3,,3
"Superior univ. completa (138)",4,,4
"De 65 y más años (140)",14,,14
"Sin nivel (141)",4,,4
"Primaria (143)",5,,5
"Secundaria (144)",3,,3
"Superior no univ. incompleta (145)",1,,1
"Superior univ. incompleta (147)",1,,1
