"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SAN MARCOS (000)",13821,245,5476,4169,1309,492,246,73,16,,1795
"Sin Nivel (001)",4680,110,1901,1442,428,182,85,36,8,,488
"Educación Inicial (002)",22,,7,6,1,1,,,,,7
"Primaria (003)",6696,120,2919,2018,551,182,90,23,7,,786
"Secundaria (004)",1431,11,520,450,128,44,22,8,,,248
"Sup. no Univ. Incompleta (005)",153,,28,43,19,5,2,2,,,54
"Sup. no Univ. Completa (006)",465,3,58,119,111,47,28,1,,,98
"Sup. Univ. Incompleta (007)",91,,18,29,8,5,3,,,,28
"Sup. Univ. Completa (008)",283,1,25,62,63,26,16,3,1,,86
,,,,,,,,,,,
"URBANA (010)",3328,34,1011,983,419,185,112,37,6,,541
"Sin Nivel (011)",558,12,182,164,43,32,16,10,1,,98
"Educación Inicial (012)",5,,1,2,,,,,,,2
"Primaria (013)",1257,14,467,398,135,54,34,13,4,,138
"Secundaria (014)",683,5,250,215,73,24,14,8,,,94
"Sup. no Univ. Incompleta (015)",124,,25,37,15,4,2,2,,,39
"Sup. no Univ. Completa (016)",379,2,48,92,92,42,27,1,,,75
"Sup. Univ. Incompleta (017)",75,,16,19,8,5,3,,,,24
"Sup. Univ. Completa (018)",247,1,22,56,53,24,16,3,1,,71
,,,,,,,,,,,
"RURAL (020)",10493,211,4465,3186,890,307,134,36,10,,1254
"Sin Nivel (021)",4122,98,1719,1278,385,150,69,26,7,,390
"Educación Inicial (022)",17,,6,4,1,1,,,,,5
"Primaria (023)",5439,106,2452,1620,416,128,56,10,3,,648
"Secundaria (024)",748,6,270,235,55,20,8,,,,154
"Sup. no Univ. Incompleta (025)",29,,3,6,4,1,,,,,15
"Sup. no Univ. Completa (026)",86,1,10,27,19,5,1,,,,23
"Sup. Univ. Incompleta (027)",16,,2,10,,,,,,,4
"Sup. Univ. Completa (028)",36,,3,6,10,2,,,,,15
