"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ANTA (000)",14526,87,322,801,1609,3243,4865,3599
"De 12 a 14 años (001)",22,,,,,,,22
"De 15 a 19 años (002)",304,,,,,,186,118
"De 20 a 24 años (003)",1352,,,,,4,727,621
"De 25 a 29 años (004)",1587,,,,,68,1058,461
"De 30 a 34 años (005)",1594,,,,,262,1051,281
"De 35 a 39 años (006)",1730,,,,15,555,932,228
"De 40 a 44 años (007)",1576,,,,61,715,572,228
"De 45 a 49 años (008)",1383,,,4,174,729,288,188
"De 50 y más años (009)",4978,87,322,797,1359,910,51,1452
"PEA (010)",3868,6,37,125,464,926,1248,1062
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",60,,,,,,36,24
"De 20 a 24 años (013)",398,,,,,1,173,224
"De 25 a 29 años (014)",501,,,,,16,294,191
"De 30 a 34 años (015)",479,,,,,93,278,108
"De 35 a 39 años (016)",511,,,,7,172,249,83
"De 40 a 44 años (017)",469,,,,30,206,139,94
"De 45 a 49 años (018)",414,,,2,75,204,70,63
"De 50 y más años (019)",1034,6,37,123,352,234,9,273
"Ocupada (020)",3755,6,36,123,458,905,1206,1021
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",54,,,,,,33,21
"De 20 a 24 años (023)",377,,,,,1,163,213
"De 25 a 29 años (024)",481,,,,,16,288,177
"De 30 a 34 años (025)",459,,,,,89,269,101
"De 35 a 39 años (026)",494,,,,7,166,239,82
"De 40 a 44 años (027)",462,,,,30,202,137,93
"De 45 a 49 años (028)",406,,,2,72,201,68,63
"De 50 y más años (029)",1020,6,36,121,349,230,9,269
"Desocupada (030)",113,,1,2,6,21,42,41
"De 15 a 19 años (032)",6,,,,,,3,3
"De 20 a 24 años (033)",21,,,,,,10,11
"De 25 a 29 años (034)",20,,,,,,6,14
"De 30 a 34 años (035)",20,,,,,4,9,7
"De 35 a 39 años (036)",17,,,,,6,10,1
"De 40 a 44 años (037)",7,,,,,4,2,1
"De 45 a 49 años (038)",8,,,,3,3,2,
"De 50 y más años (039)",14,,1,2,3,4,,4
"No PEA (040)",10658,81,285,676,1145,2317,3617,2537
"De 12 a 14 años (041)",20,,,,,,,20
"De 15 a 19 años (042)",244,,,,,,150,94
"De 20 a 24 años (043)",954,,,,,3,554,397
"De 25 a 29 años (044)",1086,,,,,52,764,270
"De 30 a 34 años (045)",1115,,,,,169,773,173
"De 35 a 39 años (046)",1219,,,,8,383,683,145
"De 40 a 44 años (047)",1107,,,,31,509,433,134
"De 45 a 49 años (048)",969,,,2,99,525,218,125
