"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASMA (000)",15991,15585,4600,2501,2456,1768,1991,1150,657,462,406,39630
"De 12 a 14 años (001)",1446,1445,1440,4,1,,,,,,1,6
"De 15 a 19 años (002)",2082,2046,1747,265,29,4,1,,,,36,339
"De 20 a 24 años (003)",1749,1634,636,670,272,49,6,1,,,115,1393
"De 25 a 29 años (004)",1684,1580,298,588,451,164,71,6,2,,104,2336
"De 30 a 34 años (005)",1577,1542,141,386,528,295,162,27,3,,35,3218
"De 35 a 39 años (006)",1500,1468,84,196,426,345,320,81,14,2,32,4106
"De 40 a 44 años (007)",1310,1285,51,129,275,325,325,135,35,10,25,4334
"De 45 a 49 años (008)",1108,1097,38,89,176,210,329,162,73,20,11,4406
"De 50 y más años (009)",3535,3488,165,174,298,376,777,738,530,430,47,19492
"PEA (010)",4751,4579,983,926,974,650,582,277,121,66,172,10898
"De 12 a 14 años (011)",42,41,40,,1,,,,,,1,2
"De 15 a 19 años (012)",321,317,268,41,6,1,1,,,,4,60
"De 20 a 24 años (013)",581,523,267,184,63,9,,,,,58,337
"De 25 a 29 años (014)",644,588,177,220,137,35,17,1,1,,56,685
"De 30 a 34 años (015)",681,659,94,195,214,112,34,10,,,22,1165
"De 35 a 39 años (016)",640,627,50,109,204,136,103,23,2,,13,1528
"De 40 a 44 años (017)",575,567,27,70,141,161,124,37,5,2,8,1669
"De 45 a 49 años (018)",425,419,13,43,98,88,115,39,17,6,6,1463
"De 50 y más años (019)",842,838,47,64,110,108,188,167,96,58,4,3989
"Ocupada (020)",4526,4373,888,885,952,630,563,270,119,66,153,10609
"De 12 a 14 años (021)",37,37,36,,1,,,,,,,2
"De 15 a 19 años (022)",273,270,228,36,4,1,1,,,,3,51
