"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia JUNIN (000)",23070,3802,4094,3763,3691,2970,4750
"Conviviente (001)",5065,77,907,1770,1389,620,302
"Separado(a) (002)",688,4,61,128,194,142,159
"Casado(a) (003)",6669,12,106,699,1448,1668,2736
"Viudo(a) (004)",1553,,8,23,114,201,1207
"Divorciado(a) (005)",69,,2,6,19,14,28
"Soltero(a) (006)",9026,3709,3010,1137,527,325,318
"Hombres (008)",10974,1927,1985,1770,1672,1385,2235
"Conviviente (009)",2464,37,320,847,719,357,184
"Separado(a) (010)",159,1,10,18,34,40,56
"Casado(a) (011)",3301,4,32,286,647,805,1527
"Viudo(a) (012)",427,,,4,28,53,342
"Divorciado(a) (013)",28,,1,4,10,3,10
"Soltero(a) (014)",4595,1885,1622,611,234,127,116
"Mujeres (016)",12096,1875,2109,1993,2019,1585,2515
"Conviviente (017)",2601,40,587,923,670,263,118
"Separado(a) (018)",529,3,51,110,160,102,103
"Casado(a) (019)",3368,8,74,413,801,863,1209
"Viudo(a) (020)",1126,,8,19,86,148,865
"Divorciado(a) (021)",41,,1,2,9,11,18
"Soltero(a) (022)",4431,1824,1388,526,293,198,202
,,,,,,,
"URBANA (024)",16316,2822,2933,2747,2646,2056,3112
"Conviviente (025)",3472,58,589,1266,944,426,189
"Separado(a) (026)",542,4,48,102,157,111,120
"Casado(a) (027)",4549,9,79,500,1049,1148,1764
"Viudo(a) (028)",1054,,5,19,83,133,814
"Divorciado(a) (029)",53,,1,4,14,13,21
"Soltero(a) (030)",6646,2751,2211,856,399,225,204
"Hombres (032)",7517,1423,1377,1248,1155,917,1397
"Conviviente (033)",1657,30,207,591,474,235,120
"Separado(a) (034)",107,1,9,14,26,21,36
"Casado(a) (035)",2202,4,24,199,467,542,966
"Viudo(a) (036)",250,,,3,14,33,200
"Divorciado(a) (037)",20,,1,2,8,2,7
"Soltero(a) (038)",3281,1388,1136,439,166,84,68
"Mujeres (040)",8799,1399,1556,1499,1491,1139,1715
"Conviviente (041)",1815,28,382,675,470,191,69
"Separado(a) (042)",435,3,39,88,131,90,84
"Casado(a) (043)",2347,5,55,301,582,606,798
"Viudo(a) (044)",804,,5,16,69,100,614
"Divorciado(a) (045)",33,,,2,6,11,14
"Soltero(a) (046)",3365,1363,1075,417,233,141,136
,,,,,,,
"RURAL (048)",6754,980,1161,1016,1045,914,1638
"Conviviente (049)",1593,19,318,504,445,194,113
"Separado(a) (050)",146,,13,26,37,31,39
"Casado(a) (051)",2120,3,27,199,399,520,972
"Viudo(a) (052)",499,,3,4,31,68,393
"Divorciado(a) (053)",16,,1,2,5,1,7
"Soltero(a) (054)",2380,958,799,281,128,100,114
"Hombres (056)",3457,504,608,522,517,468,838
"Conviviente (057)",807,7,113,256,245,122,64
"Separado(a) (058)",52,,1,4,8,19,20
"Casado(a) (059)",1099,,8,87,180,263,561
"Viudo(a) (060)",177,,,1,14,20,142
"Divorciado(a) (061)",8,,,2,2,1,3
"Soltero(a) (062)",1314,497,486,172,68,43,48
"Mujeres (064)",3297,476,553,494,528,446,800
"Conviviente (065)",786,12,205,248,200,72,49
"Separado(a) (066)",94,,12,22,29,12,19
"Casado(a) (067)",1021,3,19,112,219,257,411
"Viudo(a) (068)",322,,3,3,17,48,251
"Divorciado(a) (069)",8,,1,,3,,4
"Soltero(a) (070)",1066,461,313,109,60,57,66
