"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia RECUAY (000)",16971,3421,4744,3321,3314,2171
"Hombres (001)",8263,1750,2397,1574,1589,953
"Mujeres (002)",8708,1671,2347,1747,1725,1218
"PEA (003)",6002,81,1801,1911,1651,558
"Hombres (004)",4340,52,1268,1361,1230,429
"Mujeres (005)",1662,29,533,550,421,129
"Ocupada (006)",5503,78,1575,1766,1546,538
"Hombres (007)",3934,50,1094,1239,1141,410
"Mujeres (008)",1569,28,481,527,405,128
"Desocupada (009)",499,3,226,145,105,20
"Hombres (010)",406,2,174,122,89,19
"Mujeres (011)",93,1,52,23,16,1
"No PEA (012)",10969,3340,2943,1410,1663,1613
"Hombres (013)",3923,1698,1129,213,359,524
"Mujeres (014)",7046,1642,1814,1197,1304,1089
,,,,,,
"URBANA (018)",9686,1879,2719,1930,1889,1269
"Hombres (019)",4618,963,1353,884,885,533
"Mujeres (020)",5068,916,1366,1046,1004,736
"PEA (021)",3558,31,1051,1160,991,325
"Hombres (022)",2417,15,705,771,691,235
"Mujeres (023)",1141,16,346,389,300,90
"Ocupada (024)",3239,28,916,1067,919,309
"Hombres (025)",2164,13,601,696,634,220
"Mujeres (026)",1075,15,315,371,285,89
"Desocupada (027)",319,3,135,93,72,16
"Hombres (028)",253,2,104,75,57,15
"Mujeres (029)",66,1,31,18,15,1
"No PEA (030)",6128,1848,1668,770,898,944
"Hombres (031)",2201,948,648,113,194,298
"Mujeres (032)",3927,900,1020,657,704,646
,,,,,,
"RURAL (036)",7285,1542,2025,1391,1425,902
"Hombres (037)",3645,787,1044,690,704,420
"Mujeres (038)",3640,755,981,701,721,482
"PEA (039)",2444,50,750,751,660,233
"Hombres (040)",1923,37,563,590,539,194
"Mujeres (041)",521,13,187,161,121,39
"Ocupada (042)",2264,50,659,699,627,229
"Hombres (043)",1770,37,493,543,507,190
"Mujeres (044)",494,13,166,156,120,39
"Desocupada (045)",180,,91,52,33,4
"Hombres (046)",153,,70,47,32,4
"Mujeres (047)",27,,21,5,1,
"No PEA (048)",4841,1492,1275,640,765,669
"Hombres (049)",1722,750,481,100,165,226
"Mujeres (050)",3119,742,794,540,600,443
