"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MOHO (000)",27819,4225,881,233,22496
"Menos de 1 año (001)",436,237,12,3,184
"De 1 a 14 años (002)",8463,3017,233,80,5141
"De 15 a 29 años (003)",5648,491,105,36,5020
"De 30 a 44 años (004)",4415,193,190,59,3974
"De 45 a 64 años (005)",4906,160,244,33,4469
"De 65 y mas años (006)",3951,127,97,22,3708
"Hombres (008)",13647,2150,463,151,10892
"Menos de 1 año (009)",225,119,7,3,96
"De 1 a 14 años (010)",4331,1577,108,44,2607
"De 15 a 29 años (011)",2844,243,47,20,2536
"De 30 a 44 años (012)",2118,75,97,45,1902
"De 45 a 64 años (013)",2293,70,144,25,2054
"De 65 y mas años (014)",1836,66,60,14,1697
"Mujeres (016)",14172,2075,418,82,11604
"Menos de 1 año (017)",211,118,5,,88
"De 1 a 14 años (018)",4132,1440,125,36,2534
"De 15 a 29 años (019)",2804,248,58,16,2484
"De 30 a 44 años (020)",2297,118,93,14,2072
"De 45 a 64 años (021)",2613,90,100,8,2415
"De 65 y mas años (022)",2115,61,37,8,2011
,,,,,
"URBANA (024)",7950,1185,482,111,6177
"Menos de 1 año (025)",112,42,5,,65
"De 1 a 14 años (026)",2512,757,116,22,1618
"De 15 a 29 años (027)",1966,191,66,15,1696
"De 30 a 44 años (028)",1476,87,127,48,1215
"De 45 a 64 años (029)",1235,72,124,18,1021
"De 65 y mas años (030)",649,36,44,8,562
"Hombres (032)",4086,616,256,89,3129
"Menos de 1 año (033)",53,22,2,,29
"De 1 a 14 años (034)",1280,389,56,16,819
"De 15 a 29 años (035)",1021,106,30,11,876
"De 30 a 44 años (036)",737,44,64,41,589
"De 45 a 64 años (037)",664,35,78,15,536
"De 65 y mas años (038)",331,20,26,6,280
"Mujeres (040)",3864,569,226,22,3048
"Menos de 1 año (041)",59,20,3,,36
"De 1 a 14 años (042)",1232,368,60,6,799
"De 15 a 29 años (043)",945,85,36,4,820
"De 30 a 44 años (044)",739,43,63,7,626
"De 45 a 64 años (045)",571,37,46,3,485
"De 65 y mas años (046)",318,16,18,2,282
,,,,,
"RURAL (048)",19869,3040,399,122,16319
"Menos de 1 año (049)",324,195,7,3,119
"De 1 a 14 años (050)",5951,2260,117,58,3523
"De 15 a 29 años (051)",3682,300,39,21,3324
"De 30 a 44 años (052)",2939,106,63,11,2759
"De 45 a 64 años (053)",3671,88,120,15,3448
"De 65 y mas años (054)",3302,91,53,14,3146
"Hombres (056)",9561,1534,207,62,7763
"Menos de 1 año (057)",172,97,5,3,67
"De 1 a 14 años (058)",3051,1188,52,28,1788
"De 15 a 29 años (059)",1823,137,17,9,1660
"De 30 a 44 años (060)",1381,31,33,4,1313
"De 45 a 64 años (061)",1629,35,66,10,1518
"De 65 y mas años (062)",1505,46,34,8,1417
"Mujeres (064)",10308,1506,192,60,8556
"Menos de 1 año (065)",152,98,2,,52
"De 1 a 14 años (066)",2900,1072,65,30,1735
"De 15 a 29 años (067)",1859,163,22,12,1664
"De 30 a 44 años (068)",1558,75,30,7,1446
"De 45 a 64 años (069)",2042,53,54,5,1930
"De 65 y mas años (070)",1797,45,19,6,1729
