"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia YAULI (000)",46980,3619,1176,12490,18563,3229,3392,1535,2976
"Quechua (001)",1826,308,7,624,605,81,96,31,74
"Aymara (002)",21,1,,6,8,1,3,1,1
"Ashaninca (003)",4,,,,2,2,,,
"Otra lengua nativa (004)",37,8,,9,15,,3,1,1
"Castellano (005)",45050,3280,1169,11841,17928,3145,3290,1501,2896
"Idioma extranjero (006)",6,,,1,1,,,,4
"Es sordomudo/a (007)",36,22,,9,4,,,1,
"Hombres (009)",24943,1451,616,5689,10658,1898,1924,977,1730
"Quechua (010)",1015,37,4,297,457,64,72,28,56
"Aymara (011)",14,1,,3,4,1,3,1,1
"Ashaninca (012)",4,,,,2,2,,,
"Otra lengua nativa (013)",21,4,,3,10,,3,,1
"Castellano (014)",23863,1396,612,5380,10181,1831,1846,948,1669
"Idioma extranjero (015)",5,,,1,1,,,,3
"Es sordomudo/a (016)",21,13,,5,3,,,,
"Mujeres (018)",22037,2168,560,6801,7905,1331,1468,558,1246
"Quechua (019)",811,271,3,327,148,17,24,3,18
"Aymara (020)",7,,,3,4,,,,
"Otra lengua nativa (022)",16,4,,6,5,,,1,
"Castellano (023)",21187,1884,557,6461,7747,1314,1444,553,1227
"Idioma extranjero (024)",1,,,,,,,,1
"Es sordomudo/a (025)",15,9,,4,1,,,1,
,,,,,,,,,
"URBANA (027)",41303,2982,1095,10382,16518,2950,3138,1458,2780
"Quechua (028)",1636,265,7,550,563,73,88,27,63
"Aymara (029)",20,1,,6,7,1,3,1,1
"Ashaninca (030)",3,,,,1,2,,,
"Otra lengua nativa (031)",35,8,,9,14,,3,1,
"Castellano (032)",39574,2691,1088,9809,15928,2874,3044,1428,2712
"Idioma extranjero (033)",6,,,1,1,,,,4
"Es sordomudo/a (034)",29,17,,7,4,,,1,
"Hombres (036)",21633,1225,574,4656,9282,1698,1722,913,1563
"Quechua (037)",895,26,4,252,420,58,66,24,45
"Aymara (038)",13,1,,3,3,1,3,1,1
"Ashaninca (039)",3,,,,1,2,,,
"Otra lengua nativa (040)",19,4,,3,9,,3,,
"Castellano (041)",20680,1183,570,4393,8845,1637,1650,888,1514
"Idioma extranjero (042)",5,,,1,1,,,,3
"Es sordomudo/a (043)",18,11,,4,3,,,,
"Mujeres (045)",19670,1757,521,5726,7236,1252,1416,545,1217
"Quechua (046)",741,239,3,298,143,15,22,3,18
"Aymara (047)",7,,,3,4,,,,
"Otra lengua nativa (049)",16,4,,6,5,,,1,
"Castellano (050)",18894,1508,518,5416,7083,1237,1394,540,1198
"Idioma extranjero (051)",1,,,,,,,,1
"Es sordomudo/a (052)",11,6,,3,1,,,1,
,,,,,,,,,
"RURAL (054)",5677,637,81,2108,2045,279,254,77,196
"Quechua (055)",190,43,,74,42,8,8,4,11
"Aymara (056)",1,,,,1,,,,
"Ashaninca (057)",1,,,,1,,,,
"Otra lengua nativa (058)",2,,,,1,,,,1
"Castellano (059)",5476,589,81,2032,2000,271,246,73,184
"Es sordomudo/a (061)",7,5,,2,,,,,
"Hombres (063)",3310,226,42,1033,1376,200,202,64,167
"Quechua (064)",120,11,,45,37,6,6,4,11
"Aymara (065)",1,,,,1,,,,
"Ashaninca (066)",1,,,,1,,,,
"Otra lengua nativa (067)",2,,,,1,,,,1
"Castellano (068)",3183,213,42,987,1336,194,196,60,155
"Es sordomudo/a (070)",3,2,,1,,,,,
"Mujeres (072)",2367,411,39,1075,669,79,52,13,29
"Quechua (073)",70,32,,29,5,2,2,,
"Castellano (077)",2293,376,39,1045,664,77,50,13,29
"Es sordomudo/a (079)",4,3,,1,,,,,
