"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CASTROVIRREYNA (000)",11824,11506,318
"Hombres (001)",6305,6220,85
"Mujeres (002)",5519,5286,233
"De 18 a 29 años (003)",3098,3015,83
"Hombres (004)",1736,1693,43
"Mujeres (005)",1362,1322,40
"De 30 a 44 años (006)",3794,3767,27
"Hombres (007)",2144,2135,9
"Mujeres (008)",1650,1632,18
"De 45 a 64 años (009)",3029,3001,28
"Hombres (010)",1590,1583,7
"Mujeres (011)",1439,1418,21
"De 65 y más años (012)",1903,1723,180
"Hombres (013)",835,809,26
"Mujeres (014)",1068,914,154
,,,
"URBANA (015)",4070,4010,60
"Hombres (016)",2301,2283,18
"Mujeres (017)",1769,1727,42
"De 18 a 29 años (018)",1166,1147,19
"Hombres (019)",700,687,13
"Mujeres (020)",466,460,6
"De 30 a 44 años (021)",1368,1364,4
"Hombres (022)",790,788,2
"Mujeres (023)",578,576,2
"De 45 a 64 años (024)",1000,997,3
"Hombres (025)",574,574,
"Mujeres (026)",426,423,3
"De 65 y más años (027)",536,502,34
"Hombres (028)",237,234,3
"Mujeres (029)",299,268,31
,,,
"RURAL (030)",7754,7496,258
"Hombres (031)",4004,3937,67
"Mujeres (032)",3750,3559,191
"De 18 a 29 años (033)",1932,1868,64
"Hombres (034)",1036,1006,30
"Mujeres (035)",896,862,34
"De 30 a 44 años (036)",2426,2403,23
"Hombres (037)",1354,1347,7
"Mujeres (038)",1072,1056,16
"De 45 a 64 años (039)",2029,2004,25
"Hombres (040)",1016,1009,7
"Mujeres (041)",1013,995,18
"De 65 y más años (042)",1367,1221,146
"Hombres (043)",598,575,23
"Mujeres (044)",769,646,123
