"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9588,8502,443,158,485
"Empleado (001)",1068,345,141,126,456
"Obrero (002)",1666,1505,103,30,28
"Trabajador independiente (003)",4678,4569,109,,
"Empleador o patrono (004)",240,225,12,2,1
"Trabajador familiar no remunerado (005)",1801,1723,78,,
"Trabajador del hogar (006)",135,135,,,
"De 06 a 14 años (008)",285,263,19,3,
"Empleado (009)",2,2,,,
"Obrero (010)",35,27,5,3,
"Trabajador independiente (011)",34,32,2,,
"Trabajador familiar no remunerado (013)",200,188,12,,
"Trabajador del hogar (014)",14,14,,,
"De 15 a 29 años (016)",3155,2867,170,31,87
"Empleado (017)",271,140,34,19,78
"Obrero (018)",683,621,41,12,9
"Trabajador independiente (019)",1140,1103,37,,
"Empleador o patrono (020)",55,50,5,,
"Trabajador familiar no remunerado (021)",927,874,53,,
"Trabajador del hogar (022)",79,79,,,
"De 30 a 44 años (024)",3186,2696,158,75,257
"Empleado (025)",521,136,71,67,247
"Obrero (026)",497,445,34,8,10
"Trabajador independiente (027)",1707,1664,43,,
"Empleador o patrono (028)",88,86,2,,
"Trabajador familiar no remunerado (029)",349,341,8,,
"Trabajador del hogar (030)",24,24,,,
"De 45 a 64 años (032)",2269,1996,89,47,137
"Empleado (033)",265,60,36,40,129
"Obrero (034)",358,324,21,6,7
"Trabajador independiente (035)",1334,1310,24,,
"Empleador o patrono (036)",68,62,4,1,1
"Trabajador familiar no remunerado (037)",230,226,4,,
"Trabajador del hogar (038)",14,14,,,
"De 65 y más años (040)",693,680,7,2,4
"Empleado (041)",9,7,,,2
"Obrero (042)",93,88,2,1,2
"Trabajador independiente (043)",463,460,3,,
"Empleador o patrono (044)",29,27,1,1,
"Trabajador familiar no remunerado (045)",95,94,1,,
"Trabajador del hogar (046)",4,4,,,
,,,,,
"URBANA (048)",3239,2520,191,121,407
"Empleado (049)",821,236,98,102,385
"Obrero (050)",393,314,40,18,21
"Trabajador independiente (051)",1477,1438,39,,
"Empleador o patrono (052)",62,56,4,1,1
"Trabajador familiar no remunerado (053)",398,388,10,,
"Trabajador del hogar (054)",88,88,,,
"De 06 a 14 años (056)",54,49,3,2,
"Empleado (057)",1,1,,,
