"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",24716,2714,586,14573,5163,379,769,160,372
"Jefe o Jefa (001)",6888,401,4,4531,1255,129,337,47,184
"Esposa(o)/ compa¤era(o) (002)",4724,372,8,3221,774,77,169,26,77
"Hijo(a)/ hijastro(a) (003)",9582,1402,468,4986,2348,123,153,57,45
"Yerno/ nuera (004)",306,6,,136,120,9,19,4,12
"Nieto(a) (005)",888,197,75,441,152,6,8,6,3
"Padres/ suegros (006)",300,107,,176,12,,3,2,
"Otro(a) pariente (007)",1473,192,26,849,321,20,37,7,21
"Trabajador(a) del hogar (008)",46,,,30,13,1,,2,
"Pensionista (009)",27,,,3,8,1,10,2,3
"Otro(a) no pariente (010)",482,37,5,200,160,13,33,7,27
"Hombres (012)",13029,1184,312,7638,2999,187,407,85,217
"Jefe o Jefa (013)",5560,207,2,3692,1099,103,270,38,149
"Esposa(o)/ compa¤era(o) (014)",134,7,,77,33,3,5,,9
"Hijo(a)/ hijastro(a) (015)",5356,727,255,2825,1379,53,64,30,23
"Yerno/ nuera (016)",134,1,,56,52,3,10,4,8
"Nieto(a) (017)",479,108,39,236,87,2,4,1,2
"Padres/ suegros (018)",94,18,,67,5,,2,2,
"Otro(a) pariente (019)",903,93,13,534,211,13,22,4,13
"Trabajador(a) del hogar (020)",2,,,1,1,,,,
"Pensionista (021)",22,,,2,6,1,8,2,3
"Otro(a) no pariente (022)",345,23,3,148,126,9,22,4,10
"Mujeres (024)",11687,1530,274,6935,2164,192,362,75,155
"Jefe o Jefa (025)",1328,194,2,839,156,26,67,9,35
"Esposa(o)/ compa¤era(o) (026)",4590,365,8,3144,741,74,164,26,68
"Hijo(a)/ hijastro(a) (027)",4226,675,213,2161,969,70,89,27,22
"Yerno/ nuera (028)",172,5,,80,68,6,9,,4
"Nieto(a) (029)",409,89,36,205,65,4,4,5,1
"Padres/ suegros (030)",206,89,,109,7,,1,,
"Otro(a) pariente (031)",570,99,13,315,110,7,15,3,8
"Trabajador(a) del hogar (032)",44,,,29,12,1,,2,
"Pensionista (033)",5,,,1,2,,2,,
"Otro(a) no pariente (034)",137,14,2,52,34,4,11,3,17
,,,,,,,,,
"URBANA (036)",8118,585,233,3820,2270,258,521,119,312
"Jefe o Jefa (037)",2341,63,2,1188,560,88,242,39,159
"Esposa(o)/ compa¤era(o) (038)",1459,38,4,806,339,59,126,18,69
"Hijo(a)/ hijastro(a) (039)",2907,314,176,1195,976,75,92,41,38
"Yerno/ nuera (040)",112,2,,30,52,5,11,3,9
"Nieto(a) (041)",343,67,34,149,77,5,5,5,1
"Padres/ suegros (042)",118,30,,74,10,,2,2,
"Otro(a) pariente (043)",556,52,13,280,151,13,27,2,18
"Trabajador(a) del hogar (044)",37,,,23,11,1,,2,
"Pensionista (045)",15,,,3,5,1,4,,2
"Otro(a) no pariente (046)",230,19,4,72,89,11,12,7,16
"Hombres (048)",4101,269,124,1822,1256,119,266,64,181
