"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia SANTA (000)",143647,41600,37195,54225,2838,4628,3161
"Conviviente (001)",42052,8833,13227,17429,822,1160,581
"Separado(a) (002)",7894,1996,1942,3310,142,84,420
"Casado(a) (003)",45189,14487,9753,18178,1178,1199,394
"Viudo(a) (004)",2912,468,501,1684,83,64,112
"Divorciado(a) (005)",953,337,136,421,29,8,22
"Soltero(a) (006)",44647,15479,11636,13203,584,2113,1632
"Hombres (008)",94902,22942,31379,36123,2101,2234,123
"Conviviente (009)",30141,5527,11095,12485,680,324,30
"Separado(a) (010)",3113,622,1054,1332,71,29,5
"Casado(a) (011)",30978,9003,8629,12176,889,265,16
"Viudo(a) (012)",1046,137,287,561,37,22,2
"Divorciado(a) (013)",468,132,107,207,19,3,
"Soltero(a) (014)",29156,7521,10207,9362,405,1591,70
"Mujeres (016)",48745,18658,5816,18102,737,2394,3038
"Conviviente (017)",11911,3306,2132,4944,142,836,551
"Separado(a) (018)",4781,1374,888,1978,71,55,415
"Casado(a) (019)",14211,5484,1124,6002,289,934,378
"Viudo(a) (020)",1866,331,214,1123,46,42,110
"Divorciado(a) (021)",485,205,29,214,10,5,22
"Soltero(a) (022)",15491,7958,1429,3841,179,522,1562
,,,,,,,
"URBANA (024)",134545,41263,33846,50372,2459,3532,3073
"Conviviente (025)",38390,8726,11763,15738,657,954,552
"Separado(a) (026)",7526,1983,1800,3134,122,73,414
"Casado(a) (027)",43231,14425,9183,17082,1067,1098,376
"Viudo(a) (028)",2684,461,447,1550,68,47,111
"Divorciado(a) (029)",929,337,129,409,25,7,22
"Soltero(a) (030)",41785,15331,10524,12459,520,1353,1598
"Hombres (032)",87373,22734,28535,32785,1753,1445,121
"Conviviente (033)",27104,5456,9855,10988,527,248,30
"Separado(a) (034)",2906,619,979,1221,58,24,5
"Casado(a) (035)",29323,8959,8141,11196,778,233,16
"Viudo(a) (036)",901,136,252,469,25,17,2
"Divorciado(a) (037)",448,132,101,198,15,2,
"Soltero(a) (038)",26691,7432,9207,8713,350,921,68
"Mujeres (040)",47172,18529,5311,17587,706,2087,2952
"Conviviente (041)",11286,3270,1908,4750,130,706,522
"Separado(a) (042)",4620,1364,821,1913,64,49,409
"Casado(a) (043)",13908,5466,1042,5886,289,865,360
"Viudo(a) (044)",1783,325,195,1081,43,30,109
"Divorciado(a) (045)",481,205,28,211,10,5,22
"Soltero(a) (046)",15094,7899,1317,3746,170,432,1530
,,,,,,,
"RURAL (048)",9102,337,3349,3853,379,1096,88
"Conviviente (049)",3662,107,1464,1691,165,206,29
"Separado(a) (050)",368,13,142,176,20,11,6
"Casado(a) (051)",1958,62,570,1096,111,101,18
"Viudo(a) (052)",228,7,54,134,15,17,1
"Divorciado(a) (053)",24,,7,12,4,1,
"Soltero(a) (054)",2862,148,1112,744,64,760,34
"Hombres (056)",7529,208,2844,3338,348,789,2
"Conviviente (057)",3037,71,1240,1497,153,76,
"Separado(a) (058)",207,3,75,111,13,5,
"Casado(a) (059)",1655,44,488,980,111,32,
"Viudo(a) (060)",145,1,35,92,12,5,
"Divorciado(a) (061)",20,,6,9,4,1,
"Soltero(a) (062)",2465,89,1000,649,55,670,2
"Mujeres (064)",1573,129,505,515,31,307,86
"Conviviente (065)",625,36,224,194,12,130,29
"Separado(a) (066)",161,10,67,65,7,6,6
"Casado(a) (067)",303,18,82,116,,69,18
"Viudo(a) (068)",83,6,19,42,3,12,1
"Divorciado(a) (069)",4,,1,3,,,
"Soltero(a) (070)",397,59,112,95,9,90,32
