"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PADRE ABAD (000)",11359,363,5534,2691,732,273,117,28,9,,1612
"Conviviente (001)",6783,228,3480,1567,392,142,57,12,4,,901
"Separado(a) (002)",586,27,273,153,47,17,3,3,,,63
"Casado(a) (003)",2605,53,1277,670,220,87,36,10,2,,250
"Viudo(a) (004)",466,19,212,110,26,10,11,2,3,,73
"Divorciado(a) (005)",42,,18,16,1,2,,,,,5
"Soltero(a) (006)",877,36,274,175,46,15,10,1,,,320
,,,,,,,,,,,
"URBANA (008)",6226,166,2823,1500,469,184,84,17,4,,979
"Conviviente (009)",3508,100,1696,839,236,86,38,7,2,,504
"Separado(a) (010)",396,19,174,105,31,16,2,2,,,47
"Casado(a) (011)",1436,21,656,373,147,60,24,6,1,,148
"Viudo(a) (012)",249,8,104,59,13,7,10,2,1,,45
"Divorciado(a) (013)",28,,13,8,1,2,,,,,4
"Soltero(a) (014)",609,18,180,116,41,13,10,,,,231
,,,,,,,,,,,
"RURAL (016)",5133,197,2711,1191,263,89,33,11,5,,633
"Conviviente (017)",3275,128,1784,728,156,56,19,5,2,,397
"Separado(a) (018)",190,8,99,48,16,1,1,1,,,16
"Casado(a) (019)",1169,32,621,297,73,27,12,4,1,,102
"Viudo(a) (020)",217,11,108,51,13,3,1,,2,,28
"Divorciado(a) (021)",14,,5,8,,,,,,,1
"Soltero(a) (022)",268,18,94,59,5,2,,1,,,89
