"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",12144,10826,66,1926,1905,1698,2684,1656,667,224,1318,41312
"De 12 a 14 años (001)",26,11,1,7,3,,,,,,15,13
"De 15 a 19 años (002)",233,187,2,144,22,11,8,,,,46,253
"De 20 a 24 años (003)",1299,849,6,534,227,58,21,3,,,450,1271
"De 25 a 29 años (004)",1587,1207,5,442,414,226,115,4,1,,380,2462
"De 30 a 34 años (005)",1397,1240,8,231,378,303,267,42,8,3,157,3404
"De 35 a 39 años (006)",1466,1365,10,136,279,315,456,139,25,5,101,4784
"De 40 a 44 años (007)",1163,1110,3,81,136,209,384,221,61,15,53,4753
"De 45 a 49 años (008)",1096,1061,5,67,99,170,364,253,80,23,35,4911
"De 50 y más años (009)",3877,3796,26,284,347,406,1069,994,492,178,81,19461
"PEA (010)",2700,2305,14,502,437,360,552,285,114,41,395,8109
"De 12 a 14 años (011)",3,3,,2,1,,,,,,,4
"De 15 a 19 años (012)",36,29,,21,4,2,2,,,,7,43
"De 20 a 24 años (013)",294,168,,111,38,15,3,1,,,126,252
"De 25 a 29 años (014)",396,269,3,138,79,30,19,,,,127,465
"De 30 a 34 años (015)",349,297,1,81,92,69,45,8,1,,52,725
"De 35 a 39 años (016)",369,327,4,45,84,79,87,20,6,2,42,1018
"De 40 a 44 años (017)",323,305,1,26,43,58,119,43,12,3,18,1226
"De 45 a 49 años (018)",254,241,,22,34,34,86,48,12,5,13,1037
"De 50 y más años (019)",676,666,5,56,62,73,191,165,83,31,10,3339
"Ocupada (020)",2532,2203,11,460,418,347,537,279,111,40,329,7850
"De 12 a 14 años (021)",3,3,,2,1,,,,,,,4
