"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia CAMANA",,,,,,,
"Viviendas particulares (001)",14463,5850,608,1344,4438,101,2122
"Ocupantes presentes (002)",52061,22912,2267,4821,15691,332,6038
"Casa independiente",,,,,,,
"Viviendas particulares (004)",12672,5418,511,1310,3990,84,1359
"Ocupantes presentes (005)",46744,21563,1958,4724,14307,280,3912
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",231,223,8,,,,
"Ocupantes presentes (008)",782,749,33,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",129,76,34,,,,19
"Ocupantes presentes (011)",372,216,89,,,,67
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",202,117,54,,,,31
"Ocupantes presentes (014)",629,345,181,,,,103
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1072,2,,11,360,17,682
"Ocupantes presentes (017)",3054,4,,27,1085,52,1886
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",104,5,1,14,69,,15
"Ocupantes presentes (020)",367,11,6,46,262,,42
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",17,9,,,4,,4
"Ocupantes presentes (023)",40,24,,,9,,7
"Otro tipo",,,,,,,
"Viviendas particulares (025)",36,,,9,15,,12
"Ocupantes presentes (026)",73,,,24,28,,21
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",11735,5772,606,1161,3203,42,951
"Ocupantes presentes (029)",43808,22583,2259,4209,11759,152,2846
"Casa independiente",,,,,,,
"Viviendas particulares (031)",11031,5342,509,1139,3119,42,880
"Ocupantes presentes (032)",41576,21238,1950,4143,11470,152,2623
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",231,223,8,,,,
"Ocupantes presentes (035)",782,749,33,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",129,76,34,,,,19
"Ocupantes presentes (038)",372,216,89,,,,67
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",202,117,54,,,,31
"Ocupantes presentes (041)",629,345,181,,,,103
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",104,5,1,14,69,,15
"Ocupantes presentes (047)",367,11,6,46,262,,42
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",13,9,,,2,,2
"Ocupantes presentes (050)",31,24,,,2,,5
"Otro tipo",,,,,,,
"Viviendas particulares (052)",25,,,8,13,,4
"Ocupantes presentes (053)",51,,,20,25,,6
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2728,78,2,183,1235,59,1171
"Ocupantes presentes (056)",8253,329,8,612,3932,180,3192
"Casa independiente",,,,,,,
"Viviendas particulares (058)",1641,76,2,171,871,42,479
"Ocupantes presentes (059)",5168,325,8,581,2837,128,1289
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1072,2,,11,360,17,682
"Ocupantes presentes (071)",3054,4,,27,1085,52,1886
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",4,,,,2,,2
"Ocupantes presentes (077)",9,,,,7,,2
"Otro tipo",,,,,,,
"Viviendas particulares (079)",11,,,1,2,,8
"Ocupantes presentes (080)",22,,,4,3,,15
