"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUARAZ (000)",39829,273,11767,14144,5998,2267,916,262,32,,4170
"Catolica (001)",35636,234,10450,12692,5432,2044,828,243,31,,3682
"Cristiana / Evangelica (002)",3352,30,1099,1175,421,172,71,18,1,,365
"Otra (003)",556,6,135,191,102,38,10,1,,,73
"Ninguna (004)",285,3,83,86,43,13,7,,,,50
,,,,,,,,,,,
"URBANA (006)",29594,183,7943,10457,4873,1936,762,204,24,,3212
"Catolica (007)",26424,157,7028,9375,4397,1742,685,187,24,,2829
"Cristiana / Evangelica (008)",2396,18,719,832,340,144,60,16,,,267
"Otra (009)",511,5,120,170,98,37,10,1,,,70
"Ninguna (010)",263,3,76,80,38,13,7,,,,46
,,,,,,,,,,,
"RURAL (012)",10235,90,3824,3687,1125,331,154,58,8,,958
"Catolica (013)",9212,77,3422,3317,1035,302,143,56,7,,853
"Cristiana / Evangelica (014)",956,12,380,343,81,28,11,2,1,,98
"Otra (015)",45,1,15,21,4,1,,,,,3
"Ninguna (016)",22,,7,6,5,,,,,,4
