"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia MARISCAL CACERES",,,,,
"Viviendas particulares (001)",539,136,93,127,183
"Ocupantes presentes (002)",2352,561,453,555,783
"Casa independiente",,,,,
"Viviendas particulares (004)",504,129,83,116,176
"Ocupantes presentes (005)",2221,535,424,503,759
"Departamento en edificio",,,,,
"Viviendas particulares (007)",1,1,,,
"Ocupantes presentes (008)",3,3,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",23,4,7,7,5
"Ocupantes presentes (011)",76,14,18,32,12
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",4,2,,1,1
"Ocupantes presentes (014)",19,9,,1,9
"Choza o cabaña",,,,,
"Viviendas particulares (016)",2,,1,1,
"Ocupantes presentes (017)",12,,2,10,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",3,,1,1,1
"Ocupantes presentes (020)",11,,3,5,3
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",2,,1,1,
"Ocupantes presentes (023)",10,,6,4,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",505,126,79,122,178
"Ocupantes presentes (029)",2182,517,381,526,758
"Casa independiente",,,,,
"Viviendas particulares (031)",472,119,70,112,171
"Ocupantes presentes (032)",2063,491,354,484,734
"Departamento en edificio",,,,,
"Viviendas particulares (034)",1,1,,,
"Ocupantes presentes (035)",3,3,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",23,4,7,7,5
"Ocupantes presentes (038)",76,14,18,32,12
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",4,2,,1,1
"Ocupantes presentes (041)",19,9,,1,9
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",3,,1,1,1
"Ocupantes presentes (047)",11,,3,5,3
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",2,,1,1,
"Ocupantes presentes (050)",10,,6,4,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",34,10,14,5,5
"Ocupantes presentes (056)",170,44,72,29,25
"Casa independiente",,,,,
"Viviendas particulares (058)",32,10,13,4,5
"Ocupantes presentes (059)",158,44,70,19,25
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",2,,1,1,
"Ocupantes presentes (071)",12,,2,10,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
