"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CUSCO (000)",241188,233699,7489
"Hombres (001)",114032,110884,3148
"Mujeres (002)",127156,122815,4341
"De 18 a 29 años (003)",89817,85827,3990
"Hombres (004)",42926,41046,1880
"Mujeres (005)",46891,44781,2110
"De 30 a 44 años (006)",77883,77015,868
"Hombres (007)",36497,36142,355
"Mujeres (008)",41386,40873,513
"De 45 a 64 años (009)",53533,52207,1326
"Hombres (010)",25362,24814,548
"Mujeres (011)",28171,27393,778
"De 65 y más años (012)",19955,18650,1305
"Hombres (013)",9247,8882,365
"Mujeres (014)",10708,9768,940
,,,
"URBANA (015)",232372,225197,7175
"Hombres (016)",109664,106634,3030
"Mujeres (017)",122708,118563,4145
"De 18 a 29 años (018)",87049,83174,3875
"Hombres (019)",41513,39698,1815
"Mujeres (020)",45536,43476,2060
"De 30 a 44 años (021)",74636,73804,832
"Hombres (022)",34879,34540,339
"Mujeres (023)",39757,39264,493
"De 45 a 64 años (024)",51545,50281,1264
"Hombres (025)",24364,23833,531
"Mujeres (026)",27181,26448,733
"De 65 y más años (027)",19142,17938,1204
"Hombres (028)",8908,8563,345
"Mujeres (029)",10234,9375,859
,,,
"RURAL (030)",8816,8502,314
"Hombres (031)",4368,4250,118
"Mujeres (032)",4448,4252,196
"De 18 a 29 años (033)",2768,2653,115
"Hombres (034)",1413,1348,65
"Mujeres (035)",1355,1305,50
"De 30 a 44 años (036)",3247,3211,36
"Hombres (037)",1618,1602,16
"Mujeres (038)",1629,1609,20
"De 45 a 64 años (039)",1988,1926,62
"Hombres (040)",998,981,17
"Mujeres (041)",990,945,45
"De 65 y más años (042)",813,712,101
"Hombres (043)",339,319,20
"Mujeres (044)",474,393,81
