"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia VICTOR FAJARDO (000)",7409,91,245,605,982,1376,2193,1917
"De 12 a 14 años (001)",8,,,,,,,8
"De 15 a 19 años (002)",147,,,,,,99,48
"De 20 a 24 años (003)",573,,,,,,362,211
"De 25 a 29 años (004)",704,,,,,35,458,211
"De 30 a 34 años (005)",716,,,,,112,453,151
"De 35 a 39 años (006)",708,,,,4,204,381,119
"De 40 a 44 años (007)",662,,,,23,254,255,130
"De 45 a 49 años (008)",582,,,,73,268,144,97
"De 50 y más años (009)",3309,91,245,605,882,503,41,942
"PEA (010)",2379,3,49,158,312,501,730,626
"De 15 a 19 años (012)",30,,,,,,17,13
"De 20 a 24 años (013)",175,,,,,,105,70
"De 25 a 29 años (014)",268,,,,,22,163,83
"De 30 a 34 años (015)",259,,,,,39,153,67
"De 35 a 39 años (016)",294,,,,1,100,138,55
"De 40 a 44 años (017)",240,,,,10,88,87,55
"De 45 a 49 años (018)",226,,,,37,97,51,41
"De 50 y más años (019)",887,3,49,158,264,155,16,242
"Ocupada (020)",2325,3,48,158,308,494,710,604
"De 15 a 19 años (022)",28,,,,,,16,12
"De 20 a 24 años (023)",164,,,,,,100,64
"De 25 a 29 años (024)",256,,,,,22,157,77
"De 30 a 34 años (025)",248,,,,,37,148,63
"De 35 a 39 años (026)",291,,,,1,99,137,54
"De 40 a 44 años (027)",232,,,,10,85,85,52
"De 45 a 49 años (028)",224,,,,36,96,51,41
"De 50 y más años (029)",882,3,48,158,261,155,16,241
"Desocupada (030)",54,,1,,4,7,20,22
"De 15 a 19 años (032)",2,,,,,,1,1
"De 20 a 24 años (033)",11,,,,,,5,6
"De 25 a 29 años (034)",12,,,,,,6,6
"De 30 a 34 años (035)",11,,,,,2,5,4
"De 35 a 39 años (036)",3,,,,,1,1,1
"De 40 a 44 años (037)",8,,,,,3,2,3
"De 45 a 49 años (038)",2,,,,1,1,,
"De 50 y más años (039)",5,,1,,3,,,1
"No PEA (040)",5030,88,196,447,670,875,1463,1291
"De 12 a 14 años (041)",8,,,,,,,8
"De 15 a 19 años (042)",117,,,,,,82,35
"De 20 a 24 años (043)",398,,,,,,257,141
"De 25 a 29 años (044)",436,,,,,13,295,128
"De 30 a 34 años (045)",457,,,,,73,300,84
"De 35 a 39 años (046)",414,,,,3,104,243,64
"De 40 a 44 años (047)",422,,,,13,166,168,75
"De 45 a 49 años (048)",356,,,,36,171,93,56
"De 50 y más años (049)",2422,88,196,447,618,348,25,700
,,,,,,,,
"URBANA (060)",5436,64,144,417,687,1042,1576,1506
