"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CORONGO (000)",8329,1719,696,129,5795
"Menos de 1 año (001)",119,65,5,1,48
"De 1 a 14 años (002)",2612,1307,186,27,1100
"De 15 a 29 años (003)",1918,228,95,20,1575
"De 30 a 44 años (004)",1520,51,216,30,1225
"De 45 a 64 años (005)",1332,46,112,31,1143
"De 65 y mas años (006)",828,22,82,20,704
"Hombres (008)",4264,901,368,78,2925
"Menos de 1 año (009)",57,36,4,1,16
"De 1 a 14 años (010)",1355,690,94,14,563
"De 15 a 29 años (011)",1016,117,46,12,841
"De 30 a 44 años (012)",774,27,118,19,612
"De 45 a 64 años (013)",672,21,61,21,569
"De 65 y mas años (014)",390,10,45,11,324
"Mujeres (016)",4065,818,328,51,2870
"Menos de 1 año (017)",62,29,1,,32
"De 1 a 14 años (018)",1257,617,92,13,537
"De 15 a 29 años (019)",902,111,49,8,734
"De 30 a 44 años (020)",746,24,98,11,613
"De 45 a 64 años (021)",660,25,51,10,574
"De 65 y mas años (022)",438,12,37,9,380
,,,,,
"URBANA (024)",4113,755,564,101,2702
"Menos de 1 año (025)",54,28,4,1,21
"De 1 a 14 años (026)",1150,511,142,23,481
"De 15 a 29 años (027)",872,115,85,17,655
"De 30 a 44 años (028)",798,37,163,25,575
"De 45 a 64 años (029)",732,43,95,20,574
"De 65 y mas años (030)",507,21,75,15,396
"Hombres (032)",2116,395,298,60,1370
"Menos de 1 año (033)",28,16,4,1,7
"De 1 a 14 años (034)",614,277,71,13,258
"De 15 a 29 años (035)",454,53,38,10,353
"De 30 a 44 años (036)",424,20,91,16,299
"De 45 a 64 años (037)",367,20,52,13,282
"De 65 y mas años (038)",229,9,42,7,171
"Mujeres (040)",1997,360,266,41,1332
"Menos de 1 año (041)",26,12,,,14
"De 1 a 14 años (042)",536,234,71,10,223
"De 15 a 29 años (043)",418,62,47,7,302
"De 30 a 44 años (044)",374,17,72,9,276
"De 45 a 64 años (045)",365,23,43,7,292
"De 65 y mas años (046)",278,12,33,8,225
,,,,,
"RURAL (048)",4216,964,132,28,3093
"Menos de 1 año (049)",65,37,1,,27
"De 1 a 14 años (050)",1462,796,44,4,619
"De 15 a 29 años (051)",1046,113,10,3,920
"De 30 a 44 años (052)",722,14,53,5,650
"De 45 a 64 años (053)",600,3,17,11,569
"De 65 y mas años (054)",321,1,7,5,308
"Hombres (056)",2148,506,70,18,1555
"Menos de 1 año (057)",29,20,,,9
"De 1 a 14 años (058)",741,413,23,1,305
"De 15 a 29 años (059)",562,64,8,2,488
"De 30 a 44 años (060)",350,7,27,3,313
"De 45 a 64 años (061)",305,1,9,8,287
"De 65 y mas años (062)",161,1,3,4,153
"Mujeres (064)",2068,458,62,10,1538
"Menos de 1 año (065)",36,17,1,,18
"De 1 a 14 años (066)",721,383,21,3,314
"De 15 a 29 años (067)",484,49,2,1,432
"De 30 a 44 años (068)",372,7,26,2,337
"De 45 a 64 años (069)",295,2,8,3,282
"De 65 y mas años (070)",160,,4,1,155
