"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHUPACA (000)",39402,5936,7604,6893,6198,4666,8105
"Católica (001)",35294,5341,6773,6162,5563,4188,7267
"Cristiana/Evangélica (002)",3298,474,604,576,509,403,732
"Otra (003)",322,44,82,62,54,24,56
"Ninguna (004)",488,77,145,93,72,51,50
"Hombres (006)",18750,3007,3892,3294,2816,2130,3611
"Católica (007)",16749,2717,3476,2932,2538,1899,3187
"Cristiana/Evangélica (008)",1533,223,287,262,207,186,368
"Otra (009)",173,27,41,35,26,11,33
"Ninguna (010)",295,40,88,65,45,34,23
"Mujeres (012)",20652,2929,3712,3599,3382,2536,4494
"Católica (013)",18545,2624,3297,3230,3025,2289,4080
"Cristiana/Evangélica (014)",1765,251,317,314,302,217,364
"Otra (015)",149,17,41,27,28,13,23
"Ninguna (016)",193,37,57,28,27,17,27
,,,,,,,
"URBANA (018)",24164,3462,4731,4386,3964,2878,4743
"Católica (019)",21516,3085,4137,3899,3538,2590,4267
"Cristiana/Evangélica (020)",2052,292,418,366,328,242,406
"Otra (021)",248,34,67,50,42,14,41
"Ninguna (022)",348,51,109,71,56,32,29
"Hombres (024)",11607,1761,2387,2146,1845,1352,2116
"Católica (025)",10263,1582,2088,1882,1650,1199,1862
"Cristiana/Evangélica (026)",993,136,199,185,138,122,213
"Otra (027)",137,19,36,28,21,7,26
"Ninguna (028)",214,24,64,51,36,24,15
"Mujeres (030)",12557,1701,2344,2240,2119,1526,2627
"Católica (031)",11253,1503,2049,2017,1888,1391,2405
"Cristiana/Evangélica (032)",1059,156,219,181,190,120,193
"Otra (033)",111,15,31,22,21,7,15
"Ninguna (034)",134,27,45,20,20,8,14
,,,,,,,
"RURAL (036)",15238,2474,2873,2507,2234,1788,3362
"Católica (037)",13778,2256,2636,2263,2025,1598,3000
"Cristiana/Evangélica (038)",1246,182,186,210,181,161,326
"Otra (039)",74,10,15,12,12,10,15
"Ninguna (040)",140,26,36,22,16,19,21
"Hombres (042)",7143,1246,1505,1148,971,778,1495
"Católica (043)",6486,1135,1388,1050,888,700,1325
"Cristiana/Evangélica (044)",540,87,88,77,69,64,155
"Otra (045)",36,8,5,7,5,4,7
"Ninguna (046)",81,16,24,14,9,10,8
"Mujeres (048)",8095,1228,1368,1359,1263,1010,1867
"Católica (049)",7292,1121,1248,1213,1137,898,1675
"Cristiana/Evangélica (050)",706,95,98,133,112,97,171
"Otra (051)",38,2,10,5,7,6,8
"Ninguna (052)",59,10,12,8,7,9,13
