"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia OYON (000)",7550,4625,677,834,1414
"Empleado (001)",1588,473,205,372,538
"Obrero (002)",2826,1166,339,453,868
"Trabajador independiente (003)",2463,2354,109,,
"Empleador o patrono (004)",85,62,13,5,5
"Trabajador familiar no remunerado (005)",510,492,11,4,3
"Trabajador del hogar (006)",78,78,,,
"De 06 a 14 años (008)",79,72,3,3,1
"Empleado (009)",9,7,2,,
"Obrero (010)",11,10,,1,
"Trabajador independiente (011)",13,13,,,
"Trabajador familiar no remunerado (013)",44,40,1,2,1
"Trabajador del hogar (014)",2,2,,,
"De 15 a 29 años (016)",2378,1412,244,287,435
"Empleado (017)",544,223,61,101,159
"Obrero (018)",1055,452,143,186,274
"Trabajador independiente (019)",520,488,32,,
"Empleador o patrono (020)",16,12,2,,2
"Trabajador familiar no remunerado (021)",191,185,6,,
"Trabajador del hogar (022)",52,52,,,
"De 30 a 44 años (024)",2804,1434,278,394,698
"Empleado (025)",700,144,106,200,250
"Obrero (026)",1129,366,128,190,445
"Trabajador independiente (027)",810,771,39,,
"Empleador o patrono (028)",28,19,4,2,3
"Trabajador familiar no remunerado (029)",121,118,1,2,
"Trabajador del hogar (030)",16,16,,,
"De 45 a 64 años (032)",1753,1207,136,140,270
"Empleado (033)",315,85,36,69,125
"Obrero (034)",532,258,61,68,145
"Trabajador independiente (035)",763,732,31,,
"Empleador o patrono (036)",32,23,6,3,
"Trabajador familiar no remunerado (037)",104,102,2,,
"Trabajador del hogar (038)",7,7,,,
"De 65 y más años (040)",536,500,16,10,10
"Empleado (041)",20,14,,2,4
"Obrero (042)",99,80,7,8,4
"Trabajador independiente (043)",357,350,7,,
"Empleador o patrono (044)",9,8,1,,
"Trabajador familiar no remunerado (045)",50,47,1,,2
"Trabajador del hogar (046)",1,1,,,
,,,,,
"URBANA (048)",4175,2787,373,460,555
"Empleado (049)",955,327,136,221,271
"Obrero (050)",1315,648,154,232,281
"Trabajador independiente (051)",1585,1512,73,,
"Empleador o patrono (052)",45,34,5,5,1
"Trabajador familiar no remunerado (053)",217,208,5,2,2
"Trabajador del hogar (054)",58,58,,,
"De 06 a 14 años (056)",50,44,3,2,1
"Empleado (057)",8,6,2,,
