"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ESPINAR (000)",54194,13035,5639,2120,33890
"Hombres (001)",27112,6115,3228,1552,16657
"Mujeres (002)",27082,6920,2411,568,17233
"PEA (003)",23939,3335,2948,1437,16671
"Hombres (004)",14223,1606,2080,1235,9723
"Mujeres (005)",9716,1729,868,202,6948
"Ocupada (006)",22864,3235,2877,1399,15804
"Hombres (007)",13426,1531,2027,1202,9086
"Mujeres (008)",9438,1704,850,197,6718
"Desocupada (009)",1075,100,71,38,867
"Hombres (010)",797,75,53,33,637
"Mujeres (011)",278,25,18,5,230
"No PEA (012)",30255,9700,2691,683,17219
"Hombres (013)",12889,4509,1148,317,6934
"Mujeres (014)",17366,5191,1543,366,10285
,,,,,
"URBANA (018)",24523,3555,4782,1619,15028
"Hombres (019)",12396,1704,2703,1251,7157
"Mujeres (020)",12127,1851,2079,368,7871
"PEA (021)",10227,635,2449,1171,6408
"Hombres (022)",6430,349,1716,1030,3741
"Mujeres (023)",3797,286,733,141,2667
"Ocupada (024)",9491,580,2379,1137,5830
"Hombres (025)",5914,316,1663,999,3341
"Mujeres (026)",3577,264,716,138,2489
"Desocupada (027)",736,55,70,34,578
"Hombres (028)",516,33,53,31,400
"Mujeres (029)",220,22,17,3,178
"No PEA (030)",14296,2920,2333,448,8620
"Hombres (031)",5966,1355,987,221,3416
"Mujeres (032)",8330,1565,1346,227,5204
,,,,,
"RURAL (036)",29671,9480,857,501,18862
"Hombres (037)",14716,4411,525,301,9500
"Mujeres (038)",14955,5069,332,200,9362
"PEA (039)",13712,2700,499,266,10263
"Hombres (040)",7793,1257,364,205,5982
"Mujeres (041)",5919,1443,135,61,4281
"Ocupada (042)",13373,2655,498,262,9974
"Hombres (043)",7512,1215,364,203,5745
"Mujeres (044)",5861,1440,134,59,4229
"Desocupada (045)",339,45,1,4,289
"Hombres (046)",281,42,,2,237
"Mujeres (047)",58,3,1,2,52
"No PEA (048)",15959,6780,358,235,8599
"Hombres (049)",6923,3154,161,96,3518
"Mujeres (050)",9036,3626,197,139,5081
