"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CONCEPCION (000)",781,243,538
"De 14 a 29 años (001)",429,194,235
"De 30 a 44 años (002)",223,41,182
"De 45 a 64 años (003)",94,8,86
"De 65 y más años (004)",35,,35
"Hombres (005)",523,165,358
"De 14 a 29 años (006)",258,129,129
"De 30 a 44 años (007)",158,30,128
"De 45 a 64 años (008)",78,6,72
"De 65 y más años (009)",29,,29
"Mujeres (010)",258,78,180
"De 14 a 29 años (011)",171,65,106
"De 30 a 44 años (012)",65,11,54
"De 45 a 64 años (013)",16,2,14
"De 65 y más años (014)",6,,6
,,,
"AREA URBANA (015)",446,114,332
"De 14 a 29 años (016)",242,89,153
"De 30 a 44 años (017)",135,20,115
"De 45 a 64 años (018)",53,5,48
"De 65 y más años (019)",16,,16
"Hombres (020)",262,65,197
"De 14 a 29 años (021)",120,49,71
"De 30 a 44 años (022)",87,12,75
"De 45 a 64 años (023)",44,4,40
"De 65 y más años (024)",11,,11
"Mujeres (025)",184,49,135
"De 14 a 29 años (026)",122,40,82
"De 30 a 44 años (027)",48,8,40
"De 45 a 64 años (028)",9,1,8
"De 65 y más años (029)",5,,5
,,,
"AREA RURAL (030)",335,129,206
"De 14 a 29 años (031)",187,105,82
"De 30 a 44 años (032)",88,21,67
"De 45 a 64 años (033)",41,3,38
"De 65 y más años (034)",19,,19
"Hombres (035)",261,100,161
"De 14 a 29 años (036)",138,80,58
"De 30 a 44 años (037)",71,18,53
"De 45 a 64 años (038)",34,2,32
"De 65 y más años (039)",18,,18
"Mujeres (040)",74,29,45
"De 14 a 29 años (041)",49,25,24
"De 30 a 44 años (042)",17,3,14
"De 45 a 64 años (043)",7,1,6
"De 65 y más años (044)",1,,1
