"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUACAYBAMBA (000)",18919,8926,808,162,9034
"Sin Nivel (001)",4359,1955,68,27,2311
"Educación Inicial (002)",702,608,38,1,55
"Primaria (003)",9434,4988,202,57,4195
"Secundaria (004)",3647,1306,168,31,2142
"Sup. no Univ. Incompleta (005)",165,28,26,5,106
"Sup. no Univ. Completa (006)",325,23,146,26,130
"Sup. Univ. Incompleta (007)",78,5,30,4,39
"Sup. Univ. Completa (008)",209,13,130,11,56
"Hombres (010)",9439,4318,428,98,4604
"Sin Nivel (011)",1477,841,36,13,589
"Educación Inicial (012)",345,304,15,,26
"Primaria (013)",4957,2480,93,22,2368
"Secundaria (014)",2161,650,80,25,1406
"Sup. no Univ. Incompleta (015)",101,13,15,4,69
"Sup. no Univ. Completa (016)",203,18,81,23,81
"Sup. Univ. Incompleta (017)",56,4,21,3,28
"Sup. Univ. Completa (018)",139,8,87,8,37
"Mujeres (020)",9480,4608,380,64,4430
"Sin Nivel (021)",2882,1114,32,14,1722
"Educación Inicial (022)",357,304,23,1,29
"Primaria (023)",4477,2508,109,35,1827
"Secundaria (024)",1486,656,88,6,736
"Sup. no Univ. Incompleta (025)",64,15,11,1,37
"Sup. no Univ. Completa (026)",122,5,65,3,49
"Sup. Univ. Incompleta (027)",22,1,9,1,11
"Sup. Univ. Completa (028)",70,5,43,3,19
,,,,,
"URBANA (030)",3483,1319,525,69,1571
"Sin Nivel (031)",422,205,37,4,176
"Educación Inicial (032)",119,82,26,,11
"Primaria (033)",1389,648,119,9,613
"Secundaria (034)",1068,340,118,15,595
"Sup. no Univ. Incompleta (035)",95,19,16,5,55
"Sup. no Univ. Completa (036)",209,16,101,23,69
"Sup. Univ. Incompleta (037)",48,3,24,3,18
"Sup. Univ. Completa (038)",133,6,84,10,34
"Hombres (040)",1749,614,281,54,801
"Sin Nivel (041)",128,70,22,1,35
"Educación Inicial (042)",50,38,9,,3
"Primaria (043)",667,315,54,5,293
"Secundaria (044)",602,166,61,12,363
"Sup. no Univ. Incompleta (045)",51,7,8,4,32
"Sup. no Univ. Completa (046)",129,12,57,22,38
"Sup. Univ. Incompleta (047)",37,3,18,3,13
"Sup. Univ. Completa (048)",85,3,52,7,24
"Mujeres (050)",1734,705,244,15,770
"Sin Nivel (051)",294,135,15,3,141
"Educación Inicial (052)",69,44,17,,8
"Primaria (053)",722,333,65,4,320
"Secundaria (054)",466,174,57,3,232
"Sup. no Univ. Incompleta (055)",44,12,8,1,23
"Sup. no Univ. Completa (056)",80,4,44,1,31
"Sup. Univ. Incompleta (057)",11,,6,,5
"Sup. Univ. Completa (058)",48,3,32,3,10
,,,,,
"RURAL (060)",15436,7607,283,93,7463
"Sin Nivel (061)",3937,1750,31,23,2135
"Educación Inicial (062)",583,526,12,1,44
"Primaria (063)",8045,4340,83,48,3582
"Secundaria (064)",2579,966,50,16,1547
"Sup. no Univ. Incompleta (065)",70,9,10,,51
"Sup. no Univ. Completa (066)",116,7,45,3,61
"Sup. Univ. Incompleta (067)",30,2,6,1,21
"Sup. Univ. Completa (068)",76,7,46,1,22
"Hombres (070)",7690,3704,147,44,3803
"Sin Nivel (071)",1349,771,14,12,554
"Educación Inicial (072)",295,266,6,,23
"Primaria (073)",4290,2165,39,17,2075
"Secundaria (074)",1559,484,19,13,1043
"Sup. no Univ. Incompleta (075)",50,6,7,,37
"Sup. no Univ. Completa (076)",74,6,24,1,43
"Sup. Univ. Incompleta (077)",19,1,3,,15
"Sup. Univ. Completa (078)",54,5,35,1,13
"Mujeres (080)",7746,3903,136,49,3660
"Sin Nivel (081)",2588,979,17,11,1581
"Educación Inicial (082)",288,260,6,1,21
"Primaria (083)",3755,2175,44,31,1507
"Secundaria (084)",1020,482,31,3,504
"Sup. no Univ. Incompleta (085)",20,3,3,,14
"Sup. no Univ. Completa (086)",42,1,21,2,18
"Sup. Univ. Incompleta (087)",11,1,3,1,6
"Sup. Univ. Completa (088)",22,2,11,,9
