"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia JORGE BASADRE (000)",8155,663,1544,1998,1581,1247,1122
"Católica (001)",6843,526,1271,1692,1330,1088,936
"Cristiana/Evangélica (002)",570,51,111,142,113,66,87
"Otra (003)",509,59,92,99,105,72,82
"Ninguna (004)",233,27,70,65,33,21,17
"Hombres (006)",5040,332,1013,1203,981,819,692
"Católica (007)",4234,259,831,1014,826,717,587
"Cristiana/Evangélica (008)",330,25,68,82,66,44,45
"Otra (009)",308,32,63,60,64,42,47
"Ninguna (010)",168,16,51,47,25,16,13
"Mujeres (012)",3115,331,531,795,600,428,430
"Católica (013)",2609,267,440,678,504,371,349
"Cristiana/Evangélica (014)",240,26,43,60,47,22,42
"Otra (015)",201,27,29,39,41,30,35
"Ninguna (016)",65,11,19,18,8,5,4
,,,,,,,
"URBANA (018)",5186,426,1043,1318,1011,822,566
"Católica (019)",4385,345,858,1124,847,732,479
"Cristiana/Evangélica (020)",352,33,79,81,78,39,42
"Otra (021)",298,33,62,64,62,40,37
"Ninguna (022)",151,15,44,49,24,11,8
"Hombres (024)",3308,207,728,806,640,566,361
"Católica (025)",2789,160,598,684,536,502,309
"Cristiana/Evangélica (026)",211,17,52,46,44,28,24
"Otra (027)",193,19,45,39,42,26,22
"Ninguna (028)",115,11,33,37,18,10,6
"Mujeres (030)",1878,219,315,512,371,256,205
"Católica (031)",1596,185,260,440,311,230,170
"Cristiana/Evangélica (032)",141,16,27,35,34,11,18
"Otra (033)",105,14,17,25,20,14,15
"Ninguna (034)",36,4,11,12,6,1,2
,,,,,,,
"RURAL (036)",2969,237,501,680,570,425,556
"Católica (037)",2458,181,413,568,483,356,457
"Cristiana/Evangélica (038)",218,18,32,61,35,27,45
"Otra (039)",211,26,30,35,43,32,45
"Ninguna (040)",82,12,26,16,9,10,9
"Hombres (042)",1732,125,285,397,341,253,331
"Católica (043)",1445,99,233,330,290,215,278
"Cristiana/Evangélica (044)",119,8,16,36,22,16,21
"Otra (045)",115,13,18,21,22,16,25
"Ninguna (046)",53,5,18,10,7,6,7
"Mujeres (048)",1237,112,216,283,229,172,225
"Católica (049)",1013,82,180,238,193,141,179
"Cristiana/Evangélica (050)",99,10,16,25,13,11,24
"Otra (051)",96,13,12,14,21,16,20
"Ninguna (052)",29,7,8,6,2,4,2
