"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANTABAMBA (000)",101,,37,39,17,8
"Conviviente (001)",41,,13,24,4,
"Separado(a) (002)",3,,2,,1,
"Casado(a) (003)",27,,,10,11,6
"Viudo(a) (004)",2,,,,1,1
"Soltero(a) (006)",28,,22,5,,1
"Hombres (008)",88,,32,34,14,8
"Conviviente (009)",39,,13,22,4,
"Casado(a) (011)",23,,,7,10,6
"Viudo(a) (012)",1,,,,,1
"Soltero(a) (014)",25,,19,5,,1
"Mujeres (016)",13,,5,5,3,
"Conviviente (017)",2,,,2,,
"Separado(a) (018)",3,,2,,1,
"Casado(a) (019)",4,,,3,1,
"Viudo(a) (020)",1,,,,1,
"Soltero(a) (022)",3,,3,,,
,,,,,,
"AREA URBANA (024)",79,,27,32,14,6
"Conviviente (025)",29,,9,18,2,
"Separado(a) (026)",3,,2,,1,
"Casado(a) (027)",23,,,9,10,4
"Viudo(a) (028)",2,,,,1,1
"Soltero(a) (030)",22,,16,5,,1
"Hombres (032)",67,,23,27,11,6
"Conviviente (033)",27,,9,16,2,
"Casado(a) (035)",19,,,6,9,4
"Viudo(a) (036)",1,,,,,1
"Soltero(a) (038)",20,,14,5,,1
"Mujeres (040)",12,,4,5,3,
"Conviviente (041)",2,,,2,,
"Separado(a) (042)",3,,2,,1,
"Casado(a) (043)",4,,,3,1,
"Viudo(a) (044)",1,,,,1,
"Soltero(a) (046)",2,,2,,,
,,,,,,
"AREA RURAL (048)",22,,10,7,3,2
"Conviviente (049)",12,,4,6,2,
"Casado(a) (051)",4,,,1,1,2
"Soltero(a) (054)",6,,6,,,
"Hombres (056)",21,,9,7,3,2
"Conviviente (057)",12,,4,6,2,
"Casado(a) (059)",4,,,1,1,2
"Soltero(a) (062)",5,,5,,,
"Mujeres (064)",1,,1,,,
"Soltero(a) (070)",1,,1,,,
