"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAMANGA (000)",71283,50321,7153,5863,7946
"Sin nivel (001)",4496,4179,196,51,70
"Educación inicial (002)",120,108,5,6,1
"Primaria (003)",16765,14958,1059,383,365
"Secundaria (004)",23508,19182,2115,1010,1201
"Superior no univ. incompleta (005)",3666,2448,490,320,408
"Superior no univ. completa (006)",6418,2962,1003,1135,1318
"Superior univ. incompleta (007)",4737,2884,555,501,797
"Superior univ. completa (008)",11573,3600,1730,2457,3786
"De 06 a 14 años (010)",1208,1091,80,29,8
"Sin nivel (011)",16,16,,,
"Educación inicial (012)",10,8,1,,1
"Primaria (013)",745,678,49,17,1
"Secundaria (014)",437,389,30,12,6
"De 15 a 29 años (020)",24633,18160,2851,1737,1885
"Sin nivel (021)",282,258,18,3,3
"Educación inicial (022)",51,45,2,4,
"Primaria (023)",3903,3439,284,99,81
"Secundaria (024)",11997,9801,1215,514,467
"Superior no univ. incompleta (025)",1973,1376,284,150,163
"Superior no univ. completa (026)",2091,1083,352,295,361
"Superior univ. incompleta (027)",2181,1404,321,216,240
"Superior univ. completa (028)",2155,754,375,456,570
"De 30 a 44 años (030)",26613,17322,2833,2742,3716
"Sin nivel (031)",968,873,51,19,25
"Educación inicial (032)",59,55,2,2,
"Primaria (033)",6176,5417,432,169,158
"Secundaria (034)",7374,5981,612,361,420
"Superior no univ. incompleta (035)",1243,812,153,130,148
"Superior no univ. completa (036)",3196,1420,497,601,678
"Superior univ. incompleta (037)",1574,900,157,187,330
"Superior univ. completa (038)",6023,1864,929,1273,1957
"De 45 a 64 años (040)",15785,11008,1235,1291,2251
"Sin nivel (041)",2052,1907,88,23,34
"Primaria (043)",4767,4331,250,83,103
"Secundaria (044)",3330,2697,232,112,289
"Superior no univ. incompleta (045)",410,239,39,37,95
"Superior no univ. completa (046)",1067,408,149,235,275
"Superior univ. incompleta (047)",933,540,76,95,222
"Superior univ. completa (048)",3226,886,401,706,1233
"De 65 y más años (050)",3044,2740,154,64,86
"Sin nivel (051)",1178,1125,39,6,8
"Primaria (053)",1174,1093,44,15,22
"Secundaria (054)",370,314,26,11,19
"Superior no univ. incompleta (055)",40,21,14,3,2
"Superior no univ. completa (056)",64,51,5,4,4
