"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SUCRE (000)",69,2,30,20,11,6
"Conviviente (001)",16,,9,6,1,
"Separado(a) (002)",2,,2,,,
"Casado(a) (003)",25,,,11,10,4
"Viudo(a) (004)",2,,,,,2
"Divorciado(a) (005)",1,,,1,,
"Soltero(a) (006)",23,2,19,2,,
"Hombres (008)",55,2,21,18,9,5
"Conviviente (009)",13,,7,5,1,
"Casado(a) (011)",22,,,10,8,4
"Viudo(a) (012)",1,,,,,1
"Divorciado(a) (013)",1,,,1,,
"Soltero(a) (014)",18,2,14,2,,
"Mujeres (016)",14,,9,2,2,1
"Conviviente (017)",3,,2,1,,
"Separado(a) (018)",2,,2,,,
"Casado(a) (019)",3,,,1,2,
"Viudo(a) (020)",1,,,,,1
"Soltero(a) (022)",5,,5,,,
,,,,,,
"AREA URBANA (024)",32,2,17,10,2,1
"Conviviente (025)",9,,3,6,,
"Separado(a) (026)",1,,1,,,
"Casado(a) (027)",5,,,3,2,
"Viudo(a) (028)",1,,,,,1
"Soltero(a) (030)",16,2,13,1,,
"Hombres (032)",22,2,10,9,1,
"Conviviente (033)",6,,1,5,,
"Casado(a) (035)",4,,,3,1,
"Soltero(a) (038)",12,2,9,1,,
"Mujeres (040)",10,,7,1,1,1
"Conviviente (041)",3,,2,1,,
"Separado(a) (042)",1,,1,,,
"Casado(a) (043)",1,,,,1,
"Viudo(a) (044)",1,,,,,1
"Soltero(a) (046)",4,,4,,,
,,,,,,
"AREA RURAL (048)",37,,13,10,9,5
"Conviviente (049)",7,,6,,1,
"Separado(a) (050)",1,,1,,,
"Casado(a) (051)",20,,,8,8,4
"Viudo(a) (052)",1,,,,,1
"Divorciado(a) (053)",1,,,1,,
"Soltero(a) (054)",7,,6,1,,
"Hombres (056)",33,,11,9,8,5
"Conviviente (057)",7,,6,,1,
"Casado(a) (059)",18,,,7,7,4
"Viudo(a) (060)",1,,,,,1
"Divorciado(a) (061)",1,,,1,,
"Soltero(a) (062)",6,,5,1,,
"Mujeres (064)",4,,2,1,1,
"Separado(a) (066)",1,,1,,,
"Casado(a) (067)",2,,,1,1,
"Soltero(a) (070)",1,,1,,,
