"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CASTROVIRREYNA (000)",174,51,123
"Sin nivel (001)",2,,2
"Primaria (003)",50,13,37
"Secundaria (004)",88,27,61
"Superior no univ. incompleta (005)",12,2,10
"Superior no univ. completa (006)",9,3,6
"Superior univ. incompleta (007)",2,,2
"Superior univ. completa (008)",11,6,5
"Hombres (010)",136,34,102
"Sin nivel (011)",2,,2
"Primaria (013)",43,9,34
"Secundaria (014)",70,18,52
"Superior no univ. incompleta (015)",7,2,5
"Superior no univ. completa (016)",6,1,5
"Superior univ. incompleta (017)",1,,1
"Superior univ. completa (018)",7,4,3
"Mujeres (020)",38,17,21
"Primaria (023)",7,4,3
"Secundaria (024)",18,9,9
"Superior no univ. incompleta (025)",5,,5
"Superior no univ. completa (026)",3,2,1
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",4,2,2
,,,
"AREA URBANA (030)",84,24,60
"Primaria (033)",16,1,15
"Secundaria (034)",42,14,28
"Superior no univ. incompleta (035)",9,1,8
"Superior no univ. completa (036)",7,3,4
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",9,5,4
"Hombres (040)",56,14,42
"Primaria (043)",12,,12
"Secundaria (044)",30,9,21
"Superior no univ. incompleta (045)",4,1,3
"Superior no univ. completa (046)",4,1,3
"Superior univ. completa (048)",6,3,3
"Mujeres (050)",28,10,18
"Primaria (053)",4,1,3
"Secundaria (054)",12,5,7
"Superior no univ. incompleta (055)",5,,5
"Superior no univ. completa (056)",3,2,1
"Superior univ. incompleta (057)",1,,1
"Superior univ. completa (058)",3,2,1
,,,
"AREA RURAL (060)",90,27,63
"Sin nivel (061)",2,,2
"Primaria (063)",34,12,22
"Secundaria (064)",46,13,33
"Superior no univ. incompleta (065)",3,1,2
"Superior no univ. completa (066)",2,,2
"Superior univ. incompleta (067)",1,,1
"Superior univ. completa (068)",2,1,1
"Hombres (070)",80,20,60
"Sin nivel (071)",2,,2
"Primaria (073)",31,9,22
"Secundaria (074)",40,9,31
"Superior no univ. incompleta (075)",3,1,2
"Superior no univ. completa (076)",2,,2
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",1,1,
"Mujeres (080)",10,7,3
"Primaria (083)",3,3,
"Secundaria (084)",6,4,2
"Superior univ. completa (088)",1,,1
