"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",16914,327,4883,4596,3485,2582,1041
"Hombres (001)",8951,173,2552,2381,1839,1448,558
"Mujeres (002)",7963,154,2331,2215,1646,1134,483
"Viviendas particulares (003)",16623,325,4863,4501,3392,2514,1028
"Hombres (004)",8754,172,2538,2309,1781,1402,552
"Mujeres (005)",7869,153,2325,2192,1611,1112,476
"Viviendas colectivas (006)",221,2,19,72,64,51,13
"Hombres (007)",144,1,14,52,37,34,6
"Mujeres (008)",77,1,5,20,27,17,7
"Otro tipo (009)",70,,1,23,29,17,
"Hombres (010)",53,,,20,21,12,
"Mujeres (011)",17,,1,3,8,5,
,,,,,,,
"URBANA (012)",13244,279,3914,3732,2692,1957,670
"Hombres (013)",6947,146,2040,1913,1404,1100,344
"Mujeres (014)",6297,133,1874,1819,1288,857,326
"Viviendas particulares (015)",12960,277,3894,3642,2600,1890,657
"Hombres (016)",6756,145,2026,1845,1347,1055,338
"Mujeres (017)",6204,132,1868,1797,1253,835,319
"Viviendas colectivas (018)",214,2,19,67,63,50,13
"Hombres (019)",138,1,14,48,36,33,6
"Mujeres (020)",76,1,5,19,27,17,7
"Otro tipo (021)",70,,1,23,29,17,
"Hombres (022)",53,,,20,21,12,
"Mujeres (023)",17,,1,3,8,5,
,,,,,,,
"RURAL (024)",3670,48,969,864,793,625,371
"Hombres (025)",2004,27,512,468,435,348,214
"Mujeres (026)",1666,21,457,396,358,277,157
"Viviendas particulares (027)",3663,48,969,859,792,624,371
"Hombres (028)",1998,27,512,464,434,347,214
"Mujeres (029)",1665,21,457,395,358,277,157
"Viviendas colectivas (030)",7,,,5,1,1,
"Hombres (031)",6,,,4,1,1,
"Mujeres (032)",1,,,1,,,
