"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",16835,520,6606,5341,3571,797
"Empleado (001)",1948,7,648,870,400,23
"Obrero (002)",1962,76,1076,525,259,26
"Trabajador independiente (003)",9169,20,2961,3154,2379,655
"Empleador o patrono (004)",157,,63,58,32,4
"Trabajador familiar no remunerado (005)",3342,401,1698,685,475,83
"Trabajador del hogar (006)",257,16,160,49,26,6
"Hombres (008)",12563,343,4969,3954,2672,625
"Empleado (009)",1279,4,405,561,291,18
"Obrero (010)",1737,53,977,464,223,20
"Trabajador independiente (011)",7650,9,2357,2672,2054,558
"Empleador o patrono (012)",138,,53,51,31,3
"Trabajador familiar no remunerado (013)",1705,274,1147,193,67,24
"Trabajador del hogar (014)",54,3,30,13,6,2
"Mujeres (016)",4272,177,1637,1387,899,172
"Empleado (017)",669,3,243,309,109,5
"Obrero (018)",225,23,99,61,36,6
"Trabajador independiente (019)",1519,11,604,482,325,97
"Empleador o patrono (020)",19,,10,7,1,1
"Trabajador familiar no remunerado (021)",1637,127,551,492,408,59
"Trabajador del hogar (022)",203,13,130,36,20,4
,,,,,,
"URBANA (024)",4864,102,1753,1780,1040,189
"Empleado (025)",1308,5,415,583,285,20
"Obrero (026)",818,16,410,254,123,15
"Trabajador independiente (027)",2093,12,646,779,525,131
"Empleador o patrono (028)",66,,23,27,14,2
"Trabajador familiar no remunerado (029)",402,56,149,107,73,17
"Trabajador del hogar (030)",177,13,110,30,20,4
"Hombres (032)",3331,67,1186,1199,737,142
"Empleado (033)",821,3,241,360,202,15
"Obrero (034)",749,13,380,235,109,12
"Trabajador independiente (035)",1454,6,430,523,386,109
"Empleador o patrono (036)",52,,17,21,13,1
"Trabajador familiar no remunerado (037)",217,42,96,51,23,5
"Trabajador del hogar (038)",38,3,22,9,4,
"Mujeres (040)",1533,35,567,581,303,47
"Empleado (041)",487,2,174,223,83,5
"Obrero (042)",69,3,30,19,14,3
"Trabajador independiente (043)",639,6,216,256,139,22
"Empleador o patrono (044)",14,,6,6,1,1
"Trabajador familiar no remunerado (045)",185,14,53,56,50,12
"Trabajador del hogar (046)",139,10,88,21,16,4
,,,,,,
"RURAL (048)",11971,418,4853,3561,2531,608
"Empleado (049)",640,2,233,287,115,3
"Obrero (050)",1144,60,666,271,136,11
"Trabajador independiente (051)",7076,8,2315,2375,1854,524
"Empleador o patrono (052)",91,,40,31,18,2
"Trabajador familiar no remunerado (053)",2940,345,1549,578,402,66
"Trabajador del hogar (054)",80,3,50,19,6,2
"Hombres (056)",9232,276,3783,2755,1935,483
"Empleado (057)",458,1,164,201,89,3
"Obrero (058)",988,40,597,229,114,8
"Trabajador independiente (059)",6196,3,1927,2149,1668,449
"Empleador o patrono (060)",86,,36,30,18,2
"Trabajador familiar no remunerado (061)",1488,232,1051,142,44,19
"Trabajador del hogar (062)",16,,8,4,2,2
"Mujeres (064)",2739,142,1070,806,596,125
"Empleado (065)",182,1,69,86,26,
"Obrero (066)",156,20,69,42,22,3
"Trabajador independiente (067)",880,5,388,226,186,75
"Empleador o patrono (068)",5,,4,1,,
"Trabajador familiar no remunerado (069)",1452,113,498,436,358,47
"Trabajador del hogar (070)",64,3,42,15,4,
