"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia ABANCAY",,,,,,,,,
"Viviendas particulares (001)",25439,4016,20877,156,85,39,141,17,108
"Ocupantes presentes (002)",95842,14858,79344,494,227,153,387,39,340
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",22213,3247,18665,106,49,24,72,10,40
"Ocupantes presentes (005)",85963,12582,72387,327,137,107,243,28,152
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",284,242,41,1,,,,,
"Ocupantes presentes (008)",929,758,169,2,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",137,33,104,,,,,,
"Ocupantes presentes (011)",417,100,317,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2433,479,1941,2,5,,,5,1
"Ocupantes presentes (014)",7522,1382,6102,12,15,,,9,2
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",317,,108,39,31,15,69,2,53
"Ocupantes presentes (017)",869,,314,122,75,46,144,2,166
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",8,,,8,,,,,
"Ocupantes presentes (020)",31,,,31,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",34,15,18,,,,,,1
"Ocupantes presentes (023)",93,36,55,,,,,,2
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",13,,,,,,,,13
"Ocupantes presentes (026)",18,,,,,,,,18
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",15943,3896,11914,48,7,7,28,12,31
"Ocupantes presentes (029)",60601,14378,45767,166,19,40,109,32,90
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",13039,3127,9813,37,2,7,28,7,18
"Ocupantes presentes (032)",51599,12102,39129,121,4,40,109,23,71
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",284,242,41,1,,,,,
"Ocupantes presentes (035)",929,758,169,2,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",137,33,104,,,,,,
"Ocupantes presentes (038)",417,100,317,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2433,479,1941,2,5,,,5,1
"Ocupantes presentes (041)",7522,1382,6102,12,15,,,9,2
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",8,,,8,,,,,
"Ocupantes presentes (047)",31,,,31,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",30,15,15,,,,,,
"Ocupantes presentes (050)",86,36,50,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",12,,,,,,,,12
"Ocupantes presentes (053)",17,,,,,,,,17
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",9496,120,8963,108,78,32,113,5,77
"Ocupantes presentes (056)",35241,480,33577,328,208,113,278,7,250
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9174,120,8852,69,47,17,44,3,22
"Ocupantes presentes (059)",34364,480,33258,206,133,67,134,5,81
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",317,,108,39,31,15,69,2,53
"Ocupantes presentes (071)",869,,314,122,75,46,144,2,166
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,3,,,,,,1
"Ocupantes presentes (077)",7,,5,,,,,,2
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
