"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TARATA (000)",7461,830,136,2806,2358,365,459,174,333
"Quechua (001)",24,1,,5,7,3,3,,5
"Aymara (002)",1277,271,,649,267,21,37,13,19
"Ashaninca (003)",7,1,,4,2,,,,
"Otra lengua nativa (004)",4,,,1,2,,,,1
"Castellano (005)",6141,554,135,2146,2077,341,419,161,308
"Idioma extranjero (006)",2,,,,2,,,,
"Es sordomudo/a (007)",6,3,1,1,1,,,,
"Hombres (009)",3845,271,61,1315,1415,226,249,111,197
"Quechua (010)",12,1,,1,3,2,1,,4
"Aymara (011)",641,54,,332,190,15,24,10,16
"Ashaninca (012)",1,,,1,,,,,
"Otra lengua nativa (013)",2,,,,1,,,,1
"Castellano (014)",3186,215,61,981,1219,209,224,101,176
"Idioma extranjero (015)",1,,,,1,,,,
"Es sordomudo/a (016)",2,1,,,1,,,,
"Mujeres (018)",3616,559,75,1491,943,139,210,63,136
"Quechua (019)",12,,,4,4,1,2,,1
"Aymara (020)",636,217,,317,77,6,13,3,3
"Ashaninca (021)",6,1,,3,2,,,,
"Otra lengua nativa (022)",2,,,1,1,,,,
"Castellano (023)",2955,339,74,1165,858,132,195,60,132
"Idioma extranjero (024)",1,,,,1,,,,
"Es sordomudo/a (025)",4,2,1,1,,,,,
,,,,,,,,,
"URBANA (027)",5808,608,103,2063,1865,330,386,157,296
"Quechua (028)",17,,,3,5,2,2,,5
"Aymara (029)",769,174,,364,158,21,25,9,18
"Ashaninca (030)",6,1,,4,1,,,,
"Otra lengua nativa (031)",4,,,1,2,,,,1
"Castellano (032)",5006,432,102,1690,1696,307,359,148,272
"Idioma extranjero (033)",2,,,,2,,,,
"Es sordomudo/a (034)",4,1,1,1,1,,,,
"Hombres (036)",2968,202,48,934,1097,204,212,100,171
"Quechua (037)",9,,,1,3,1,,,4
"Aymara (038)",375,35,,178,107,15,18,7,15
"Ashaninca (039)",1,,,1,,,,,
"Otra lengua nativa (040)",2,,,,1,,,,1
"Castellano (041)",2579,167,48,754,984,188,194,93,151
"Idioma extranjero (042)",1,,,,1,,,,
"Es sordomudo/a (043)",1,,,,1,,,,
"Mujeres (045)",2840,406,55,1129,768,126,174,57,125
"Quechua (046)",8,,,2,2,1,2,,1
"Aymara (047)",394,139,,186,51,6,7,2,3
"Ashaninca (048)",5,1,,3,1,,,,
"Otra lengua nativa (049)",2,,,1,1,,,,
"Castellano (050)",2427,265,54,936,712,119,165,55,121
"Idioma extranjero (051)",1,,,,1,,,,
"Es sordomudo/a (052)",3,1,1,1,,,,,
,,,,,,,,,
"RURAL (054)",1653,222,33,743,493,35,73,17,37
"Quechua (055)",7,1,,2,2,1,1,,
"Aymara (056)",508,97,,285,109,,12,4,1
"Ashaninca (057)",1,,,,1,,,,
"Castellano (059)",1135,122,33,456,381,34,60,13,36
"Es sordomudo/a (061)",2,2,,,,,,,
"Hombres (063)",877,69,13,381,318,22,37,11,26
"Quechua (064)",3,1,,,,1,1,,
"Aymara (065)",266,19,,154,83,,6,3,1
"Castellano (068)",607,48,13,227,235,21,30,8,25
"Es sordomudo/a (070)",1,1,,,,,,,
"Mujeres (072)",776,153,20,362,175,13,36,6,11
"Quechua (073)",4,,,2,2,,,,
"Aymara (074)",242,78,,131,26,,6,1,
"Ashaninca (075)",1,,,,1,,,,
"Castellano (077)",528,74,20,229,146,13,30,5,11
"Es sordomudo/a (079)",1,1,,,,,,,
